"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row href","tablescraper-selected-row 5","tablescraper-selected-row href 2","tablescraper-selected-row 6","tablescraper-selected-row href 3","tablescraper-selected-row 7","reference","reference href","cite-bracket","cite-bracket 2","tablescraper-selected-row 8","tablescraper-selected-row 9"
"452 ?","Mu Mu","August 20, 1976","Elmhurst College","https://en.wikipedia.org/wiki/Elmhurst_University","Elmhurst","https://en.wikipedia.org/wiki/Elmhurst,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","43","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-85","[","]","",""
"453 ?","Mu Nu","April 24, 1976","Texas State University","https://en.wikipedia.org/wiki/Texas_State_University","San Marcos","https://en.wikipedia.org/wiki/San_Marcos,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","",""
"454 ?","Mu Xi","November 15, 1976","University of Southern Mississippi","https://en.wikipedia.org/wiki/University_of_Southern_Mississippi","Hattiesburg","https://en.wikipedia.org/wiki/Hattiesburg,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","","","","","",""
"455 ?","Mu Omicron","May 31, 1976","Valdosta State University","https://en.wikipedia.org/wiki/Valdosta_State_University","Valdosta","https://en.wikipedia.org/wiki/Valdosta,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","",""
"457","Mu Rho","December 10, 1976","Towson University","https://en.wikipedia.org/wiki/Towson_University","Towson","https://en.wikipedia.org/wiki/Towson,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","","","","","",""
"456 ?","Mu Pi","","Charleston Southern University","https://en.wikipedia.org/wiki/Charleston_Southern_University","North Charleston","https://en.wikipedia.org/wiki/North_Charleston,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","","1977"
"458","Mu Sigma","January 22, 1977","University of Rochester","https://en.wikipedia.org/wiki/University_of_Rochester","Rochester Institute of Technology","https://en.wikipedia.org/wiki/Rochester_Institute_of_Technology","Rochester","https://en.wikipedia.org/wiki/Rochester,_New_York","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","",""
"459","Mu Tau","February 5, 1977","University of North Carolina at Charlotte","https://en.wikipedia.org/wiki/University_of_North_Carolina_at_Charlotte","Charlotte","https://en.wikipedia.org/wiki/Charlotte,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"460","Mu Upsilon","April 6, 1977","Frostburg State University","https://en.wikipedia.org/wiki/Frostburg_State_University","Frostburg","https://en.wikipedia.org/wiki/Frostburg,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","44","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:27-86","[","]","",""
"461","Mu Phi","January 11, 1977","University of Bridgeport","https://en.wikipedia.org/wiki/University_of_Bridgeport","Bridgeport","https://en.wikipedia.org/wiki/Bridgeport,_Connecticut","Connecticut","https://en.wikipedia.org/wiki/Connecticut","Active","12","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:6-20","[","]","",""
"462 ?","Mu Chi","April 27, 1977","California State University, Long Beach","https://en.wikipedia.org/wiki/California_State_University,_Long_Beach","Long Beach","https://en.wikipedia.org/wiki/Long_Beach,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","",""
"463 ?","Mu Psi","","Southern Connecticut State University","https://en.wikipedia.org/wiki/Southern_Connecticut_State_University","New Haven","https://en.wikipedia.org/wiki/New_Haven,_Connecticut","Connecticut","https://en.wikipedia.org/wiki/Connecticut","Active","","","","","","1977"
"464","Nu Alpha","March 23, 1977","Arkansas Tech University","https://en.wikipedia.org/wiki/Arkansas_Tech_University","Russellville","https://en.wikipedia.org/wiki/Russellville,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","","",""
"465","Nu Beta","May 27, 1977","George Washington University","https://en.wikipedia.org/wiki/George_Washington_University","American University","https://en.wikipedia.org/wiki/American_University","Washington","https://en.wikipedia.org/wiki/Washington,_D.C.","Active","44","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:27-86","[","]","",""
"466 ?","","","University of West Georgia","https://en.wikipedia.org/wiki/University_of_West_Georgia","Carrollton","https://en.wikipedia.org/wiki/Carrollton,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Inactive","","","","","Nu Gamma","1977–xxxx ?"
"467","Nu Delta","June 11, 1977","Chicago State University","https://en.wikipedia.org/wiki/Chicago_State_University","Chicago","https://en.wikipedia.org/wiki/Chicago","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","45","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-87","[","]","",""
"468","Nu Epsilon","September 1, 1977","Lewis University","https://en.wikipedia.org/wiki/Lewis_University","Romeoville","https://en.wikipedia.org/wiki/Romeoville,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","46","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-88","[","]","",""
"469","Nu Zeta","May 7, 1977","Western Carolina University","https://en.wikipedia.org/wiki/Western_Carolina_University","Cullowhee","https://en.wikipedia.org/wiki/Cullowhee,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"470","","September 15, 1977","Rhodes College","https://en.wikipedia.org/wiki/Rhodes_College","Memphis","https://en.wikipedia.org/wiki/Memphis,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Inactive","","","","","Nu Eta",""
"471","Nu Theta","April 24, 1977","Old Dominion University","https://en.wikipedia.org/wiki/Old_Dominion_University","Norfolk","https://en.wikipedia.org/wiki/Norfolk,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","47","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:28-89","[","]","",""
"472","Nu Iota","","Rowan University","https://en.wikipedia.org/wiki/Rowan_University","Rutgers University–Camden","https://en.wikipedia.org/wiki/Rutgers_University%E2%80%93Camden","Glassboro","https://en.wikipedia.org/wiki/Glassboro,_New_Jersey","Active","48","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:25-90","[","]","","1977"
"473","","December 16, 1977","University of Maryland, Baltimore County","https://en.wikipedia.org/wiki/University_of_Maryland,_Baltimore_County","Baltimore County","https://en.wikipedia.org/wiki/Baltimore_County,_Maryland","Maryland","https://en.wikipedia.org/wiki/Baltimore_County,_Maryland","Active","44","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:27-86","[","]","Nu Kappa",""
"474","","April 2, 1977","Atlanta","https://en.wikipedia.org/wiki/Atlanta","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","","","Active","","","","","Nu Mu",""
"479","Nu Rho","December 22, 1977","DePaul University","https://en.wikipedia.org/wiki/DePaul_University","Illinois Institute of Technology","https://en.wikipedia.org/wiki/Illinois_Institute_of_Technology","Chicago","https://en.wikipedia.org/wiki/Chicago","Active","49","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-91","[","]","",""
"475","Nu Nu","May 16, 1978","Marshall University","https://en.wikipedia.org/wiki/Marshall_University","Huntington","https://en.wikipedia.org/wiki/Huntington,_West_Virginia","West Virginia","https://en.wikipedia.org/wiki/West_Virginia","Active","50","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-92","[","]","",""
"476 ?","Nu Xi","","Marquette University","https://en.wikipedia.org/wiki/Marquette_University","Milwaukee","https://en.wikipedia.org/wiki/Milwaukee","Wisconsin","https://en.wikipedia.org/wiki/Wisconsin","Active","51","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-93","[","]","Alpha Xi","197x ?"
"477 ?","","","Carroll College","https://en.wikipedia.org/wiki/Carroll_College","Helena","https://en.wikipedia.org/wiki/Helena,_Montana","Montana","https://en.wikipedia.org/wiki/Montana","Inactive","","","","","Nu Omicron","197x ?–xxxx ?"
"478 ?","Rho Tau Second","","University of Evansville","https://en.wikipedia.org/wiki/University_of_Evansville","Evansville","https://en.wikipedia.org/wiki/Evansville,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Consolidated","ar","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-95","[","]","Nu Pi","197x ?–20xx ?"
"480 ?","Nu Sigma","March 20, 1978","Stanford University","https://en.wikipedia.org/wiki/Stanford_University","Stanford","https://en.wikipedia.org/wiki/Stanford,_California","California","https://en.wikipedia.org/wiki/California","Active","as","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-96","[","]","Delta Omicron",""
"481","Nu Tau","April 28, 1978","University of Montevallo","https://en.wikipedia.org/wiki/University_of_Montevallo","Montevallo","https://en.wikipedia.org/wiki/Montevallo,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","",""
"482 ?","","","University of Mississippi","https://en.wikipedia.org/wiki/University_of_Mississippi","Oxford","https://en.wikipedia.org/wiki/Oxford,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Inactive","","","","","Nu Upsilon","1978–xxxx ?"
"483","Nu Phi","","Coastal Carolina University","https://en.wikipedia.org/wiki/Coastal_Carolina_University","Conway","https://en.wikipedia.org/wiki/Conway,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","","1978"
"484 ?","","","University of the Pacific","https://en.wikipedia.org/wiki/University_of_the_Pacific_(United_States)","Stockton","https://en.wikipedia.org/wiki/Stockton,_California","California","https://en.wikipedia.org/wiki/California","Inactive","","","","","Nu Chi","197x ?–xxxx ?"
"485 ?","","May 22, 1978","Louisiana State University","https://en.wikipedia.org/wiki/Louisiana_State_University","Baton Rouge","https://en.wikipedia.org/wiki/Baton_Rouge,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Inactive","54","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-99","[","]","Nu Psi","– October 1, 2021"
"486 ?","Xi Alpha","","Morehead State University","https://en.wikipedia.org/wiki/Morehead_State_University","Morehead","https://en.wikipedia.org/wiki/Morehead,_Kentucky","Kentucky","https://en.wikipedia.org/wiki/Kentucky","Active","","","","","","1978"
"487 ?","Xi Beta","May 27, 1978","Troy University","https://en.wikipedia.org/wiki/Troy_University","Troy","https://en.wikipedia.org/wiki/Troy,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","",""
"488","Xi Gamma","","Southeast Missouri State University","https://en.wikipedia.org/wiki/Southeast_Missouri_State_University","Cape Girardeau","https://en.wikipedia.org/wiki/Cape_Girardeau,_Missouri","Missouri","https://en.wikipedia.org/wiki/Missouri","Active","","","","","","1979"
"489","Xi Delta","","James Madison University","https://en.wikipedia.org/wiki/James_Madison_University","Harrisonburg","https://en.wikipedia.org/wiki/Harrisonburg,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","47","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:28-89","[","]","","1979"
"490 ?","Xi Epsilon","","Morris College","https://en.wikipedia.org/wiki/Morris_College","Sumter","https://en.wikipedia.org/wiki/Sumter,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","","1979"
"491","","September 17, 1979","Hampden–Sydney College","https://en.wikipedia.org/wiki/Hampden%E2%80%93Sydney_College","Keysville","https://en.wikipedia.org/wiki/Keysville,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Reassigned","55","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:26-101","[","]","Xi Zeta (First)","– 19xx ?"
"492 ?","Xi Eta","May 4, 1974","Wake Forest University","https://en.wikipedia.org/wiki/Wake_Forest_University","Winston-Salem","https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","","– 19xx ?. 1990"
"493 ?","Xi Iota","June 16, 1979","University of Central Florida","https://en.wikipedia.org/wiki/University_of_Central_Florida","Orlando","https://en.wikipedia.org/wiki/Orlando,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","56","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-102","[","]","",""
"494 ?","","","Florida Institute of Technology","https://en.wikipedia.org/wiki/Florida_Institute_of_Technology","Melbourne","https://en.wikipedia.org/wiki/Melbourne,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Inactive","","","","","Xi Kappa","19xx ?–19xx ?"
"495 ?","Rho Pi","","Slippery Rock University","https://en.wikipedia.org/wiki/Slippery_Rock_University","Slippery Rock","https://en.wikipedia.org/wiki/Slippery_Rock,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Merged","57","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:16-103","[","]","Xi Mu","19xx ?–19xx ?"
"470 ?","Nu Eta","","Christian Brothers University","https://en.wikipedia.org/wiki/Christian_Brothers_University","Memphis","https://en.wikipedia.org/wiki/Memphis,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","","","","","","1980"
"","","","Emporia State University","https://en.wikipedia.org/wiki/Emporia_State_University","Emporia, Kansas","https://en.wikipedia.org/wiki/Emporia,_Kansas","Kansas","https://en.wikipedia.org/wiki/Kansas","Inactive","","","","","Xi Nu","1980–xxxx ?"
"","Xi Xi","June 15, 1980","Jacksonville State University","https://en.wikipedia.org/wiki/Jacksonville_State_University","Jacksonville","https://en.wikipedia.org/wiki/Jacksonville,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","",""
"499","Xi Omicron","","University of Delaware","https://en.wikipedia.org/wiki/University_of_Delaware","Newark","https://en.wikipedia.org/wiki/Newark,_Delaware","Delaware","https://en.wikipedia.org/wiki/Delaware","Active","","","","","","1980"
"","Xi Pi","May 8, 1980","California State University, East Bay","https://en.wikipedia.org/wiki/California_State_University,_East_Bay","Hayward","https://en.wikipedia.org/wiki/Hayward,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","",""
"","Xi Rho","May 14, 1980","San Francisco State University","https://en.wikipedia.org/wiki/San_Francisco_State_University","San Francisco","https://en.wikipedia.org/wiki/San_Francisco","California","https://en.wikipedia.org/wiki/California","Active","","","","","",""
"703","Xi Tau","July 12, 1980","Georgia Southern University","https://en.wikipedia.org/wiki/Georgia_Southern_University","Statesboro","https://en.wikipedia.org/wiki/Statesboro,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","58","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-105","[","]","",""
"702","Xi Sigma","July 22, 1980","Indiana University of Pennsylvania","https://en.wikipedia.org/wiki/Indiana_University_of_Pennsylvania","Indiana County","https://en.wikipedia.org/wiki/Indiana_County,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","11","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:262-18","[","]","",""
"704 ?","","","California Polytechnic State University, San Luis Obispo","https://en.wikipedia.org/wiki/California_Polytechnic_State_University,_San_Luis_Obispo","San Luis Obispo","https://en.wikipedia.org/wiki/San_Luis_Obispo,_California","California","https://en.wikipedia.org/wiki/California","Inactive","","","","","Xi Upsilon","19xx ?–xxxx ?"
"705","Xi Phi","April 12, 1980","Winthrop University","https://en.wikipedia.org/wiki/Winthrop_University","Rock Hill","https://en.wikipedia.org/wiki/Rock_Hill,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","",""
"706 ?","","","","","","","","","Reassigned","","","","","Xi Chi First",""
"707","Xi Psi","August 6, 1980","Hofstra University","https://en.wikipedia.org/wiki/Hofstra_University","Nassau County","https://en.wikipedia.org/wiki/Nassau_County,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","",""
"708 ?","","","Auburn University at Montgomery","https://en.wikipedia.org/wiki/Auburn_University_at_Montgomery","Montgomery","https://en.wikipedia.org/wiki/Montgomery,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Inactive","","","","","Omicron Alpha","1980–xxxx ?"
"709","Omicron Beta","December 9, 1980","Barton College","https://en.wikipedia.org/wiki/Barton_College","North Carolina Wesleyan University","https://en.wikipedia.org/wiki/North_Carolina_Wesleyan_University","Wilson","https://en.wikipedia.org/wiki/Wilson,_North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"710 ?","Omicron Gamma","","Millsaps College","https://en.wikipedia.org/wiki/Millsaps_College","Bellhaven University","https://en.wikipedia.org/wiki/Belhaven_University","Jackson","https://en.wikipedia.org/wiki/Jackson,_Mississippi","Active","","","","","","1981"
"711 ?","Tau Sigma","","University of New Mexico","https://en.wikipedia.org/wiki/University_of_New_Mexico","Albuquerque","https://en.wikipedia.org/wiki/Albuquerque,_New_Mexico","New Mexico","https://en.wikipedia.org/wiki/New_Mexico","Inactive, Reestablished","7","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:35-9","[","]","Omicron Delta First","1980–xxxx ?"
"712 ?","","","Youngstown State University","https://en.wikipedia.org/wiki/Youngstown_State_University","Youngstown","https://en.wikipedia.org/wiki/Youngstown,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Inactive","59","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-107","[","]","Omicron Epsilon","198x ?–202x ?"
"713","Omicron Zeta","","Fairleigh Dickinson University","https://en.wikipedia.org/wiki/Fairleigh_Dickinson_University","Madison","https://en.wikipedia.org/wiki/Madison,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","48","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:25-90","[","]","","1980"
"714 ?","","","","","","","","","Inactive","","","","","Omicron Eta","19xx ?"
"715 ?","Omicron Theta","May 5, 1981","University of North Carolina Wilmington","https://en.wikipedia.org/wiki/University_of_North_Carolina_Wilmington","Wilmington","https://en.wikipedia.org/wiki/Wilmington,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"716 ?","","October 10, 1981","DePaul University","https://en.wikipedia.org/wiki/DePaul_University","Chicago","https://en.wikipedia.org/wiki/Chicago","Illinois","https://en.wikipedia.org/wiki/Illinois","Inactive","60","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-108","[","]","Omicron Iota","– 1998"
"717","Omicron Kappa","May 29, 1982","Auburn University","https://en.wikipedia.org/wiki/Auburn_University","Auburn","https://en.wikipedia.org/wiki/Auburn,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","",""
"718 ?","Tau Kappa","March 19, 1982","Oakland University","https://en.wikipedia.org/wiki/Oakland_University","Detroit","https://en.wikipedia.org/wiki/Detroit","Michigan","https://en.wikipedia.org/wiki/Michigan","Inactive,  Reestablished","aw","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-109","[","]","Omicron Mu",""
"719","","","University of Tulsa","https://en.wikipedia.org/wiki/University_of_Tulsa","Tulsa","https://en.wikipedia.org/wiki/Tulsa,_Oklahoma","Oklahoma","https://en.wikipedia.org/wiki/Oklahoma","Inactive","","","","","Omicron Nu","1982–xxxx ?"
"720","Omicron Xi","February 27, 1982","Roosevelt University","https://en.wikipedia.org/wiki/Roosevelt_University","Columbia College Chicago","https://en.wikipedia.org/wiki/Columbia_College_Chicago","Chicago","https://en.wikipedia.org/wiki/Chicago","Active","61","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-110","[","]","",""
"722","Omicron Pi","May 2, 1982","Iowa State University","https://en.wikipedia.org/wiki/Iowa_State_University","Ames, Iowa","https://en.wikipedia.org/wiki/Ames,_Iowa","Iowa","https://en.wikipedia.org/wiki/Iowa","Active","ax","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-112","[","]","Alpha Nu",""
"721","Omicron Omicron","May 15, 1982","University of the District of Columbia","https://en.wikipedia.org/wiki/University_of_the_District_of_Columbia","Washington","https://en.wikipedia.org/wiki/Washington,_D.C.","","","Active","63","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-113","[","]","",""
"723 ?","","","Ohio Wesleyan University","https://en.wikipedia.org/wiki/Ohio_Wesleyan_University","Otterbein University","https://en.wikipedia.org/wiki/Otterbein_University","Delaware","https://en.wikipedia.org/wiki/Delaware,_Ohio","Inactive","","","","","Omicron Rho","1982–xxxx ?"
"724 ?","","","Birmingham–Southern College","https://en.wikipedia.org/wiki/Birmingham%E2%80%93Southern_College","Birmingham","https://en.wikipedia.org/wiki/Birmingham,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Inactive","","","","","Omicron Sigma","1982–xxxx ?"
"725","Omicron Tau","October 23, 1982","Colorado State University","https://en.wikipedia.org/wiki/Colorado_State_University","University of Northern Colorado","https://en.wikipedia.org/wiki/University_of_Northern_Colorado","University of Colorado Boulder","https://en.wikipedia.org/wiki/University_of_Colorado_Boulder","Active","64","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-114","[","]","Greeley","– xxxx ?; 2003"
"726","Omicron Upsilon","","Rensselaer Polytechnic Institute","https://en.wikipedia.org/wiki/Rensselaer_Polytechnic_Institute","Troy","https://en.wikipedia.org/wiki/Troy,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","","1982"
"727","Omicron Phi","November 23, 1982","Cookeville","https://en.wikipedia.org/wiki/Cookeville,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","","","Active","","","","","",""
"728","","February 12, 1982","Wofford College","https://en.wikipedia.org/wiki/Wofford_College","Spartanburg","https://en.wikipedia.org/wiki/Spartanburg,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","Omicron Chi",""
"737","","March 27, 1982","Coppin State University","https://en.wikipedia.org/wiki/Coppin_State_University","Baltimore","https://en.wikipedia.org/wiki/Baltimore","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","44","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:27-86","[","]","Pi Theta",""
"729 ?","Omicron Psi","","Delta State University","https://en.wikipedia.org/wiki/Delta_State_University","Cleveland","https://en.wikipedia.org/wiki/Cleveland,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","","","","","","1983"
"","","","","","","","","","Unassigned","","","","","",""
"730","Pi Alpha","February 23, 1983","Clemson University","https://en.wikipedia.org/wiki/Clemson_University","Clemson","https://en.wikipedia.org/wiki/Clemson,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","65","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-116","[","]","",""
"731","Pi Beta","September 10, 1983","Binghamton University","https://en.wikipedia.org/wiki/Binghamton_University","Binghamton","https://en.wikipedia.org/wiki/Binghamton,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","",""
"732 ?","Pi Gamma","July 7, 1983","California State University, Sacramento","https://en.wikipedia.org/wiki/California_State_University,_Sacramento","Sacramento","https://en.wikipedia.org/wiki/Sacramento,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","",""
"733 ?","Pi Delta","November 12, 1983","University of West Alabama","https://en.wikipedia.org/wiki/University_of_West_Alabama","Livingston","https://en.wikipedia.org/wiki/Livingston,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","",""
"734 ?","","","California State University, Chico","https://en.wikipedia.org/wiki/California_State_University,_Chico","Chico","https://en.wikipedia.org/wiki/Chico,_California","California","https://en.wikipedia.org/wiki/California","Inactive","","","","","Pi Epsilon","1983–xxxx ?"
"735 ?","Pi Zeta","October 7, 1984","University of North Carolina at Greensboro","https://en.wikipedia.org/wiki/University_of_North_Carolina_at_Greensboro","Greensboro","https://en.wikipedia.org/wiki/Greensboro,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"736?","","","New Mexico State University","https://en.wikipedia.org/wiki/New_Mexico_State_University","Las Cruces","https://en.wikipedia.org/wiki/Las_Cruces,_New_Mexico","New Mexico","https://en.wikipedia.org/wiki/New_Mexico","Inactive","","","","","Pi Eta","198x ?–xxxx ?"
"738 ?","","July 30, 1985","Eureka College","https://en.wikipedia.org/wiki/Eureka_College","Eureka","https://en.wikipedia.org/wiki/Eureka,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Inactive","67","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-118","[","]","Pi Iota","– 1991"
"739 ?","Pi Kappa","","California State University, Northridge","https://en.wikipedia.org/wiki/California_State_University,_Northridge","Los Angeles","https://en.wikipedia.org/wiki/Los_Angeles","California","https://en.wikipedia.org/wiki/California","Active","","","","","","1984"
"740 ?","Pi Mu","","West Virginia University","https://en.wikipedia.org/wiki/West_Virginia_University","Morgantown","https://en.wikipedia.org/wiki/Morgantown,_West_Virginia","West Virginia","https://en.wikipedia.org/wiki/West_Virginia","Active","","","","","","1985"
"741 ?","Pi Nu","January 17, 1985","Appalachian State University","https://en.wikipedia.org/wiki/Appalachian_State_University","Boone","https://en.wikipedia.org/wiki/Boone,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
