"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row href","tablescraper-selected-row 5","tablescraper-selected-row href 2","tablescraper-selected-row 6","tablescraper-selected-row href 3","tablescraper-selected-row 7","reference","reference href","cite-bracket","cite-bracket 2","tablescraper-selected-row 8","tablescraper-selected-row 9"
"61","Beta Sigma","","Southern University","https://en.wikipedia.org/wiki/Southern_University","Baton Rouge","https://en.wikipedia.org/wiki/Baton_Rouge,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","","1936"
"62","Beta Tau","March 29, 1936","Xavier University","https://en.wikipedia.org/wiki/Xavier_University","New Orleans","https://en.wikipedia.org/wiki/New_Orleans","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","","– 1955; 19xx ?"
"64","Beta Phi","November 11, 1938","Dillard University","https://en.wikipedia.org/wiki/Dillard_University","Louisiana","https://en.wikipedia.org/wiki/Louisiana","","","Active","","","","","",""
"65","Beta Chi","May 21, 1938","Little Rock","https://en.wikipedia.org/wiki/Little_Rock,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","","","Active","","","","","",""
"66","","","London, England (Citywide)","https://en.wikipedia.org/wiki/University_of_Oregon","London","https://en.wikipedia.org/wiki/Eugene,_Oregon","England","https://en.wikipedia.org/wiki/Oregon","Active","","","","","Beta Psi First","1938–1952"
"35","Alpha Xi","December 31, 1939","University of Washington","https://en.wikipedia.org/wiki/University_of_Washington","Seattle","https://en.wikipedia.org/wiki/Seattle","Washington","https://en.wikipedia.org/wiki/Washington_(state)","Active","ac","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-49","[","]","",""
"9","Iota","March 10, 1941","Morris Brown College","https://en.wikipedia.org/wiki/Morris_Brown_College","Atlanta","https://en.wikipedia.org/wiki/Atlanta","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","","–2002; 2023"
"67","Gamma Alpha","December 7, 1941","Texas College","https://en.wikipedia.org/wiki/Texas_College","Tyler","https://en.wikipedia.org/wiki/Tyler,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","",""
"68","Gamma Beta","May 23, 1941","North Carolina Central University","https://en.wikipedia.org/wiki/North_Carolina_Central_University","Durham","https://en.wikipedia.org/wiki/Durham,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"29","Alpha Eta","January 17, 1942","St. Louis","https://en.wikipedia.org/wiki/St._Louis","Missouri","https://en.wikipedia.org/wiki/Missouri","","","Active","","","","","",""
"69","Gamma Gamma","May 1, 1946","Allen University","https://en.wikipedia.org/wiki/Allen_University","Columbia","https://en.wikipedia.org/wiki/Columbia,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","",""
"70","Gamma Delta","March 25, 1946","University of Arkansas at Pine Bluff","https://en.wikipedia.org/wiki/University_of_Arkansas_at_Pine_Bluff","Pine Bluff","https://en.wikipedia.org/wiki/Pine_Bluff,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","","",""
"71","Gamma Epsilon","December 7, 1946","University of Wisconsin–Madison","https://en.wikipedia.org/wiki/University_of_Wisconsin%E2%80%93Madison","Madison","https://en.wikipedia.org/wiki/Madison,_Wisconsin","Wisconsin","https://en.wikipedia.org/wiki/Wisconsin","Active","","","","","",""
"72","Gamma Zeta","November 11, 1946","Fort Valley State University","https://en.wikipedia.org/wiki/Fort_Valley_State_University","Fort Valley","https://en.wikipedia.org/wiki/Fort_Valley,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","",""
"73","Gamma Eta","January 1, 1947","Indiana University Bloomington","https://en.wikipedia.org/wiki/Indiana_University_Bloomington","Bloomington","https://en.wikipedia.org/wiki/Bloomington,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","","","","","",""
"74","Gamma Theta","May 3, 1947","University of Dayton","https://en.wikipedia.org/wiki/University_of_Dayton","Dayton","https://en.wikipedia.org/wiki/Dayton,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Active","","","","","",""
"75","Gamma Iota","February 9, 1947","Hampton University","https://en.wikipedia.org/wiki/Hampton_University","Hampton","https://en.wikipedia.org/wiki/Hampton,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","","",""
"76","Gamma Kappa","April 17, 1947","Miles College","https://en.wikipedia.org/wiki/Miles_College","Fairfield","https://en.wikipedia.org/wiki/Fairfield,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","",""
"77","Gamma Mu","February 27, 1947","Livingstone College","https://en.wikipedia.org/wiki/Livingstone_College","Salisbury","https://en.wikipedia.org/wiki/Salisbury,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"78","Gamma Nu","April 10, 1947","Pennsylvania State University","https://en.wikipedia.org/wiki/Pennsylvania_State_University","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","","","Active","","","","","",""
"79 ?","Gamma Xi","February 24, 1947","University of California, Los Angeles","https://en.wikipedia.org/wiki/University_of_California,_Los_Angeles","Los Angeles","https://en.wikipedia.org/wiki/Los_Angeles","California","https://en.wikipedia.org/wiki/California","Active","21","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-50","[","]","","– 1959; 19xx ?"
"80","","March 14, 1947","Knoxville College","https://en.wikipedia.org/wiki/Knoxville_College","Knoxville","https://en.wikipedia.org/wiki/Knoxville,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Inactive","","","","","Gamma Omicron",""
"81","Gamma Pi","May 9, 1947","Benedict College","https://en.wikipedia.org/wiki/Benedict_College","Columbia","https://en.wikipedia.org/wiki/Columbia,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","",""
"82","Gamma Rho","April 24, 1948","Purdue University","https://en.wikipedia.org/wiki/Purdue_University","West Lafayette","https://en.wikipedia.org/wiki/West_Lafayette,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","","","","","",""
"83","Gamma Sigma","February 7, 1948","Delaware State University","https://en.wikipedia.org/wiki/Delaware_State_University","Dover","https://en.wikipedia.org/wiki/Dover,_Delaware","Delaware","https://en.wikipedia.org/wiki/Delaware","Active","","","","","",""
"84","Zeta Delta","May 1, 1948","Michigan State University","https://en.wikipedia.org/wiki/Michigan_State_University","East Lansing","https://en.wikipedia.org/wiki/East_Lansing,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Inactive,  Reestablished","ad","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-51","[","]","Gamma Tau","–1993"
"85","Gamma Upsilon","February 27, 1949","Tougaloo College","https://en.wikipedia.org/wiki/Tougaloo_College","Jackson","https://en.wikipedia.org/wiki/Jackson,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","","","","","",""
"86","Gamma Phi","April 15, 1948","Tuskegee University","https://en.wikipedia.org/wiki/Tuskegee_University","Tuskegee","https://en.wikipedia.org/wiki/Tuskegee,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","",""
"87","Gamma Chi","April 3, 1948","Pittsburg State University","https://en.wikipedia.org/wiki/Pittsburg_State_University","Pittsburg","https://en.wikipedia.org/wiki/Pittsburg,_Kansas","Kansas","https://en.wikipedia.org/wiki/Kansas","Active","","","","","","– 1953; 19xx ?"
"88","Gamma Psi","March 15, 1948","St. Augustine's University","https://en.wikipedia.org/wiki/St._Augustine%27s_University_(North_Carolina)","Raleigh","https://en.wikipedia.org/wiki/Raleigh,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"89","Delta Alpha","March 26, 1948","Clafin College","https://en.wikipedia.org/wiki/Claflin_University","Orangeburg","https://en.wikipedia.org/wiki/Orangeburg,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","",""
"90","Delta Beta","April 21, 1948","Bethune–Cookman University","https://en.wikipedia.org/wiki/Bethune%E2%80%93Cookman_University","Daytona Beach","https://en.wikipedia.org/wiki/Daytona_Beach,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","",""
"91","Delta Gamma","April 13, 1948","Alabama A&M University","https://en.wikipedia.org/wiki/Alabama_A%26M_University","Normal","https://en.wikipedia.org/wiki/Normal,_Alabama","Alabama","https://en.wikipedia.org/wiki/Huntsville,_Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","",""
"92","Delta Delta","May 29, 1948","Albany State University","https://en.wikipedia.org/wiki/Albany_State_University","Albany","https://en.wikipedia.org/wiki/Albany,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","",""
"93","Delta Epsilon","April 23, 1949","University at Buffalo","https://en.wikipedia.org/wiki/University_at_Buffalo","Buffalo","https://en.wikipedia.org/wiki/Buffalo,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","",""
"94","Delta Zeta","April 28, 1949","Syracuse University","https://en.wikipedia.org/wiki/Syracuse_University","Syracuse","https://en.wikipedia.org/wiki/Syracuse,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","Iota","– 1952; 19xx ?"
"95","Delta Eta","April 28, 1948","Savannah State University","https://en.wikipedia.org/wiki/Savannah_State_University","Savannah","https://en.wikipedia.org/wiki/Savannah,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","",""
"96","Delta Theta","May 7, 1949","Texas Southern University","https://en.wikipedia.org/wiki/Texas_Southern_University","Houston","https://en.wikipedia.org/wiki/Houston","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","",""
"97","Delta Iota","January 1, 1950","Rutgers University–New Brunswick","https://en.wikipedia.org/wiki/Rutgers_University%E2%80%93New_Brunswick","New Brunswick","https://en.wikipedia.org/wiki/New_Brunswick,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","23","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-55","[","]","","– 1960; 1975"
"98","Delta Kappa","March 18, 1950","Alcorn State University","https://en.wikipedia.org/wiki/Alcorn_State_University","Lorman","https://en.wikipedia.org/wiki/Lorman,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","","","","","",""
"99","Delta Mu","March 25, 1950","Wichita State University","https://en.wikipedia.org/wiki/Wichita_State_University","Wichita","https://en.wikipedia.org/wiki/Wichita,_Kansas","Kansas","https://en.wikipedia.org/wiki/Kansas","Active","","","","","","– 1961; 19xx ?"
"100","Delta Nu","May 27, 1948","University of Maryland Eastern Shore","https://en.wikipedia.org/wiki/University_of_Maryland_Eastern_Shore","Princess Anne","https://en.wikipedia.org/wiki/Princess_Anne,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","","","","","",""
"300","Delta Xi","January 8, 1951","Central State University","https://en.wikipedia.org/wiki/Central_State_University","Wilberforce","https://en.wikipedia.org/wiki/Wilberforce,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Active","","","","","",""
"301 ?","Nu Sigma","","Stanford University","https://en.wikipedia.org/wiki/Stanford_University","Stanford","https://en.wikipedia.org/wiki/Stanford,_California","California","https://en.wikipedia.org/wiki/California","Inactive,  Reestablished","ag","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-56","[","]","Delta Omicron","1951–19xx ?"
"302","Delta Pi","April 6, 1951","Cheyney","https://en.wikipedia.org/wiki/Cheyney,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","","","Active","","","","","",""
"53","Beta Iota","December 6, 1951","Winston-Salem State University","https://en.wikipedia.org/wiki/Winston-Salem_State_University","Winston-Salem","https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"303","Delta Rho","March 12, 1952","University of Missouri–Kansas City","https://en.wikipedia.org/wiki/University_of_Missouri%E2%80%93Kansas_City","Rockhurst University","https://en.wikipedia.org/wiki/Rockhurst_University","Kansas City","https://en.wikipedia.org/wiki/Kansas_City,_Missouri","Active","","","","","",""
"304","","June 11, 1952","Grambling State University","https://en.wikipedia.org/wiki/Grambling_State_University","Grambling","https://en.wikipedia.org/wiki/Grambling,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","Delta Sigma",""
"305","","November 22, 1952","Saint Paul's College","https://en.wikipedia.org/wiki/Saint_Paul%27s_College_(Virginia)","Lawrenceville","https://en.wikipedia.org/wiki/Lawrenceville,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Inactive","","","","","Delta Tau","–xxxx ?"
"50","Beta Zeta","February 21, 1953","Elizabeth City State University","https://en.wikipedia.org/wiki/Elizabeth_City_State_University","Elizabeth City","https://en.wikipedia.org/wiki/Elizabeth_City,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"306","Delta Upsilon","March 9, 1953","Miami University","https://en.wikipedia.org/wiki/Miami_University","Oxford","https://en.wikipedia.org/wiki/Oxford","Ohio","https://en.wikipedia.org/wiki/Ohio","Active","","","","","",""
"307","Delta Phi","March 3, 1953","Jackson State University","https://en.wikipedia.org/wiki/Jackson_State_University","Jackson","https://en.wikipedia.org/wiki/Jackson,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","","","","","",""
"308","Delta Chi","June 3, 1953","Brooklyn College","https://en.wikipedia.org/wiki/Brooklyn_College","St. Francis College","https://en.wikipedia.org/wiki/St._Francis_College","LIU Brooklyn","https://en.wikipedia.org/wiki/LIU_Brooklyn","Active","","","","","New York",""
"309","Delta Psi","January 1, 1954","Florida Memorial University","https://en.wikipedia.org/wiki/Florida_Memorial_University","Miami Gardens","https://en.wikipedia.org/wiki/Miami_Gardens,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","",""
"4","Delta (Second)","January 1, 1954","Huston–Tillotson University","https://en.wikipedia.org/wiki/Huston%E2%80%93Tillotson_University","Austin","https://en.wikipedia.org/wiki/Austin,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","",""
"66","Beta Psi (Second)","","University of Westminster","https://en.wikipedia.org/wiki/University_of_Westminster","London","https://en.wikipedia.org/wiki/London","England","https://en.wikipedia.org/wiki/England","Active","24","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:4-57","[","]","","195x ?–1958, 2011"
"310","Epsilon Alpha","May 15, 1954","University of Toledo","https://en.wikipedia.org/wiki/University_of_Toledo","Toledo","https://en.wikipedia.org/wiki/Toledo,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Active","","","","","",""
"311","Epsilon Beta","September 1, 1956","California State University, Fresno","https://en.wikipedia.org/wiki/California_State_University,_Fresno","Fresno","https://en.wikipedia.org/wiki/Fresno,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","",""
"312","","","Bishop College","https://en.wikipedia.org/wiki/Bishop_College","Marshall","https://en.wikipedia.org/wiki/Marshall,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Inactive","","","","","Epsilon Gamma","1957–1988"
"313","Epsilon Delta","January 22, 1958","Kent State University","https://en.wikipedia.org/wiki/Kent_State_University","Kent","https://en.wikipedia.org/wiki/Kent,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Active","","","","","",""
"314","Epsilon Epsilon","April 25, 1958","Stillwater","https://en.wikipedia.org/wiki/Stillwater,_Oklahoma","Oklahoma","https://en.wikipedia.org/wiki/Oklahoma","","","Active","","","","","",""
"315","Epsilon Zeta","November 3, 1958","Fayetteville State University","https://en.wikipedia.org/wiki/Fayetteville_State_University","Fayetteville","https://en.wikipedia.org/wiki/Fayetteville,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"316","Epsilon Eta","June 5, 1959","Eastern Michigan University","https://en.wikipedia.org/wiki/Eastern_Michigan_University","Ypsilanti","https://en.wikipedia.org/wiki/Ypsilanti,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","","","","","",""
"317","Epsilon Theta","May 15, 1959","Bowling Green State University","https://en.wikipedia.org/wiki/Bowling_Green_State_University","Bowling Green","https://en.wikipedia.org/wiki/Bowling_Green,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Active","","","","","",""
"318 ?","Epsilon Iota","March 5, 1960","University of Texas at Austin","https://en.wikipedia.org/wiki/University_of_Texas_at_Austin","Austin","https://en.wikipedia.org/wiki/Austin,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","25","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-58","[","]","",""
"319","","December 16, 1961","Bradley University","https://en.wikipedia.org/wiki/Bradley_University","Peoria","https://en.wikipedia.org/wiki/Peoria,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Inactive","26","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-59","[","]","Epsilon Kappa","– xxxx ?"
"320","Epsilon Mu","March 6, 1962","San Jose State University","https://en.wikipedia.org/wiki/San_Jose_State_University","San Jose","https://en.wikipedia.org/wiki/San_Jose,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","",""
"321","Epsilon Nu","November 10, 1962","Stillman College","https://en.wikipedia.org/wiki/Stillman_College","Tuscaloosa","https://en.wikipedia.org/wiki/Tuscaloosa,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","",""
"322","Epsilon Xi","October 10, 1962","Western Michigan University","https://en.wikipedia.org/wiki/Western_Michigan_University","Kalamazoo","https://en.wikipedia.org/wiki/Kalamazoo,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","","","","","",""
"323","","","Washburn University","https://en.wikipedia.org/wiki/Washburn_University","Topeka","https://en.wikipedia.org/wiki/Topeka,_Kansas","Kansas","https://en.wikipedia.org/wiki/Kansas","Inactive","","","","","Epsilon Omicron","1962–xxxx ?"
"324","Epsilon Pi","October 12, 1962","Norfolk State University","https://en.wikipedia.org/wiki/Norfolk_State_University","Norfolk","https://en.wikipedia.org/wiki/Norfolk,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","","",""
"325","Epsilon Rho","","Lamar University","https://en.wikipedia.org/wiki/Lamar_University","Beaumont","https://en.wikipedia.org/wiki/Beaumont,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","","1963"
"326","Epsilon Sigma","January 18, 1964","University of Texas at San Antonio","https://en.wikipedia.org/wiki/University_of_Texas_at_San_Antonio","St. Mary's University, Texas","https://en.wikipedia.org/wiki/St._Mary%27s_University,_Texas","San Antonio","https://en.wikipedia.org/wiki/San_Antonio","Active","","","","","",""
"327","Epsilon Tau","May 13, 1964","University of Wisconsin–Milwaukee","https://en.wikipedia.org/wiki/University_of_Wisconsin%E2%80%93Milwaukee","Milwaukee","https://en.wikipedia.org/wiki/Milwaukee","Wisconsin","https://en.wikipedia.org/wiki/Wisconsin","Active","","","","","",""
"328","Epsilon Upsilon","May 22, 1964","Southern University at New Orleans","https://en.wikipedia.org/wiki/Southern_University_at_New_Orleans","New Orleans","https://en.wikipedia.org/wiki/New_Orleans","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","",""
"329","Epsilon Phi","May 4, 1964","Northern Illinois University","https://en.wikipedia.org/wiki/Northern_Illinois_University","DeKalb","https://en.wikipedia.org/wiki/DeKalb,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","27","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-60","[","]","",""
"330","","April 1, 1965","University of Kentucky","https://en.wikipedia.org/wiki/University_of_Kentucky","Lexington","https://en.wikipedia.org/wiki/Lexington,_Kentucky","Kentucky","https://en.wikipedia.org/wiki/Kentucky","Active","","","","","Epsilon Chi",""
"331","Epsilon Psi","April 27, 1965","Missouri University of Science and Technology","https://en.wikipedia.org/wiki/Missouri_University_of_Science_and_Technology","Rolla","https://en.wikipedia.org/wiki/Rolla,_Missouri","Missouri","https://en.wikipedia.org/wiki/Missouri","Active","","","","","",""
"332","Zeta Alpha","May 17, 1966","University of Missouri","https://en.wikipedia.org/wiki/University_of_Missouri","Columbia","https://en.wikipedia.org/wiki/Columbia,_Missouri","Missouri","https://en.wikipedia.org/wiki/Missouri","Active","","","","","",""
"333","Zeta Beta","","Ferris State University","https://en.wikipedia.org/wiki/Ferris_State_University","Big Rapids","https://en.wikipedia.org/wiki/Big_Rapids,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","","","","","","1966"
"334","Zeta Gamma","June 6, 1966","University of Central Missouri","https://en.wikipedia.org/wiki/University_of_Central_Missouri","Warrensburg","https://en.wikipedia.org/wiki/Warrensburg,_Missouri","Missouri","https://en.wikipedia.org/wiki/Missouri","Active","","","","","",""
"335","Zeta Delta","","Michigan State University","https://en.wikipedia.org/wiki/Michigan_State_University","East Lansing","https://en.wikipedia.org/wiki/East_Lansing,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","ah","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-61","[","]","Gamma Tau","1966"
"336","","","Barber–Scotia College","https://en.wikipedia.org/wiki/Barber%E2%80%93Scotia_College","Concord","https://en.wikipedia.org/wiki/Concord,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Inactive","","","","","Zeta Epsilon","1967–xxxx ?"
"337","Zeta Zeta","","University of Oklahoma","https://en.wikipedia.org/wiki/University_of_Oklahoma","Norman","https://en.wikipedia.org/wiki/Norman,_Oklahoma","Oklahoma","https://en.wikipedia.org/wiki/Oklahoma","Active","","","","","","1967"
"338","Zeta Eta","February 7, 1968","New York Institute of Technology","https://en.wikipedia.org/wiki/New_York_Institute_of_Technology","Baruch College","https://en.wikipedia.org/wiki/Baruch_College","Pace University","https://en.wikipedia.org/wiki/Pace_University","Active","8","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:7-10","[","]","New York",""
"339 ?","Zeta Theta","","University of Arizona","https://en.wikipedia.org/wiki/University_of_Arizona","Tucson","https://en.wikipedia.org/wiki/Tucson,_Arizona","Arizona","https://en.wikipedia.org/wiki/Arizona","Inactive","","","","","","1968–19xx ?"
"340","Zeta Iota","April 14, 1968","University of Wisconsin–Whitewater","https://en.wikipedia.org/wiki/University_of_Wisconsin%E2%80%93Whitewater","Whitewater","https://en.wikipedia.org/wiki/Whitewater,_Wisconsin","Wisconsin","https://en.wikipedia.org/wiki/Wisconsin","Active","","","","","",""
"341 ?","","","University of Texas at El Paso","https://en.wikipedia.org/wiki/University_of_Texas_at_El_Paso","El Paso","https://en.wikipedia.org/wiki/El_Paso,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Inactive","","","","","Zeta Kappa","1968–xxxx ?"
"342","Zeta Mu","August 8, 1968","Georgia State University","https://en.wikipedia.org/wiki/Georgia_State_University","Atlanta","https://en.wikipedia.org/wiki/Atlanta","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","",""
"343","Zeta Nu","January 10, 1969","Eastern Illinois University","https://en.wikipedia.org/wiki/Eastern_Illinois_University","Charleston","https://en.wikipedia.org/wiki/Charleston,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","28","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-63","[","]","",""
"344","Zeta Xi","May 5, 1968","University of Louisiana at Lafayette","https://en.wikipedia.org/wiki/University_of_Louisiana_at_Lafayette","Lafayette","https://en.wikipedia.org/wiki/Lafayette,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","",""
"345","Zeta Omicron","January 11, 1969","Murray State University","https://en.wikipedia.org/wiki/Murray_State_University","Murray","https://en.wikipedia.org/wiki/Murray,_Kentucky","Kentucky","https://en.wikipedia.org/wiki/Kentucky","Active","","","","","",""
"346","Zeta Pi","May 10, 1969","University of Georgia","https://en.wikipedia.org/wiki/University_of_Georgia","Athens","https://en.wikipedia.org/wiki/Athens,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","",""
"347","Zeta Rho","May 9, 1969","Indiana State University","https://en.wikipedia.org/wiki/Indiana_State_University","Terre Haute","https://en.wikipedia.org/wiki/Terre_Haute,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","29","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-65","[","]","",""
"348","Zeta Sigma","November 3, 1969","University of Central Oklahoma","https://en.wikipedia.org/wiki/University_of_Central_Oklahoma","Edmond","https://en.wikipedia.org/wiki/Edmond,_Oklahoma","Oklahoma","https://en.wikipedia.org/wiki/Oklahoma","Active","","","","","",""
"349","","February 27, 1970","East Texas A&M University","https://en.wikipedia.org/wiki/East_Texas_A%26M_University","Commerce","https://en.wikipedia.org/wiki/Commerce,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Inactive","ak","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-66","[","]","Zeta Tau","–xxxx ?"
"350","","","Northeastern State University","https://en.wikipedia.org/wiki/Northeastern_State_University","Tahlequah","https://en.wikipedia.org/wiki/Tahlequah,_Oklahoma","Oklahoma","https://en.wikipedia.org/wiki/Oklahoma","Inactive","","","","","Zeta Upsilon","1970–xxxx ?"
"351","Zeta Phi","December 12, 1969","Mississippi Valley State University","https://en.wikipedia.org/wiki/Mississippi_Valley_State_University","Mississippi","https://en.wikipedia.org/wiki/Mississippi","","","Active","","","","","","–xxxx ?"
"352","Zeta Chi","December 22, 1969","University of Texas at Arlington","https://en.wikipedia.org/wiki/University_of_Texas_at_Arlington","Arlington","https://en.wikipedia.org/wiki/Arlington,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","",""
"353","Zeta Psi","December 19, 1969","West Chester University","https://en.wikipedia.org/wiki/West_Chester_University","West Chester","https://en.wikipedia.org/wiki/West_Chester,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","","","","","",""
