"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row href","tablescraper-selected-row 4","tablescraper-selected-row href 2","tablescraper-selected-row 5","reference","reference href","cite-bracket","cite-bracket 2","tablescraper-selected-row 8"
"Delta Phi Zeta","","Trotwood","https://en.wikipedia.org/wiki/Trotwood,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Active","","","","",""
"Epsilon Phi Zeta","","Oakland","https://en.wikipedia.org/wiki/Oakland,_California","Berkeley","https://en.wikipedia.org/wiki/Berkeley,_California","Active","358","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-418","[","]","California"
"Zeta Phi Zeta","","Alexandria","https://en.wikipedia.org/wiki/Alexandria,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","",""
"Eta Phi Zeta","July 19, 1974","Chapel Hill","https://en.wikipedia.org/wiki/Chapel_Hill,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","359","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-419","[","]",""
"Theta Phi Zeta","","Mound Bayou","https://en.wikipedia.org/wiki/Mound_Bayou,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"","","","","","","Inactive","","","","","Iota Phi Zeta"
"Kappa Phi Zeta","May 15, 1981","Providence","https://en.wikipedia.org/wiki/Providence,_Rhode_Island","Rhode Island","https://en.wikipedia.org/wiki/Rhode_Island","Active","","","","",""
"","","","","","","Inactive","","","","","Lambda Phi Zeta"
"","","","","","","Inactive","","","","","Mu Phi Zeta"
"Nu Phi Zeta","","Smithtown","https://en.wikipedia.org/wiki/Smithtown,_New_York","Suffolk County","https://en.wikipedia.org/wiki/Suffolk_County,_New_York","Active","103","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:17-139","[","]","New York"
"Xi Phi Zeta","","Pompano Beach","https://en.wikipedia.org/wiki/Pompano_Beach,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","",""
"Omicron Phi Zeta","March 26, 1994","Washington","https://en.wikipedia.org/wiki/Washington,_D.C.","","","Active","","","","",""
"","","","","","","Inactive","","","","","Pi Phi Zeta"
"Rho Phi Zeta","","Liberty","https://en.wikipedia.org/wiki/Liberty,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Sigma Phi Zeta","November 2, 2002","Waukegan","https://en.wikipedia.org/wiki/Waukegan,_Illinois","Lake County","https://en.wikipedia.org/wiki/Lake_County,_Illinois","Active","360","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-420","[","]","Illinois"
"Tau Phi Zeta","","Canton","https://en.wikipedia.org/wiki/Canton,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Phi Phi Zeta","May 26, 2007","Jasper County","https://en.wikipedia.org/wiki/Jasper_County,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","361","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-421","[","]",""
"Chi Phi Zeta","October 31, 2009","Seminole County","https://en.wikipedia.org/wiki/Seminole_County,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","362","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-422","[","]",""
"Psi Phi Zeta","","Spring Hill","https://en.wikipedia.org/wiki/Spring_Hill,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","","","","",""
"Omega Phi Zeta","May 18, 2013","Charlottesville","https://en.wikipedia.org/wiki/Charlottesville,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","",""
"Alpha Chi Zeta","","Beaumont","https://en.wikipedia.org/wiki/Beaumont,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","",""
"","","","","","","Inactive","","","","","Beta Chi Zeta"
"","","","","","","Inactive","","","","","Gamma Chi Zeta"
"Delta Chi Zeta","","Fayette","https://en.wikipedia.org/wiki/Fayette,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Epsilon Chi Zeta","September 15, 1957","Florence","https://en.wikipedia.org/wiki/Florence,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","",""
"Zeta Chi Zeta","April 15, 1967","Goldsboro","https://en.wikipedia.org/wiki/Goldsboro,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","363","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-423","[","]",""
"Eta Chi Zeta","","Joliet","https://en.wikipedia.org/wiki/Joliet,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","364","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-424","[","]",""
"Theta Chi Zeta","","Thomasville","https://en.wikipedia.org/wiki/Thomasville,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Iota Chi Zeta","October 17, 1979","Cambridge","https://en.wikipedia.org/wiki/Cambridge,_Maryland","Dorchester County","https://en.wikipedia.org/wiki/Dorchester_County,_Maryland","Active","220","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:13-272","[","]","Maryland"
"Kappa Chi Zeta","","Walterboro","https://en.wikipedia.org/wiki/Walterboro,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","",""
"","","","","","","Inactive","","","","","Lambda Chi Zeta"
"Mu Chi Zeta","","Oxford","https://en.wikipedia.org/wiki/Oxford,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Nu Chi Zeta","December 12, 1987","Saint Croix","https://en.wikipedia.org/wiki/Saint_Croix","United States Virgin Islands","https://en.wikipedia.org/wiki/United_States_Virgin_Islands","Active","366","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-426","[","]",""
"Xi Chi Zeta","","Hollywood","https://en.wikipedia.org/wiki/Hollywood,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","",""
"Omicron Chi Zeta","April 15, 1994","Abingdon","https://en.wikipedia.org/wiki/Abingdon,_Maryland","Hartford County","https://en.wikipedia.org/wiki/Harford_County,_Maryland","Active","220","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:13-272","[","]","Maryland"
"Pi Chi Zeta","","Lowell","https://en.wikipedia.org/wiki/Lowell,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","",""
"Rho Chi Zeta","May 26, 2000","Chester","https://en.wikipedia.org/wiki/Chester,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","368","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:42-428","[","]",""
"Sigma Chi Zeta","","Murfreesboro","https://en.wikipedia.org/wiki/Murfreesboro,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","","","","",""
"","","","","","","Inactive","","","","","Tau Chi Zeta"
"Upsilon Chi Zeta","August 6, 2006","Rockford","https://en.wikipedia.org/wiki/Rockford,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","369","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-429","[","]",""
"Phi Chi Zeta","","Wintervile","https://en.wikipedia.org/wiki/Winterville,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"","","","","","","Inactive","","","","","Chi Chi Zeta"
"","","","","","","Inactive","","","","","Psi Chi Zeta"
"Omega Chi Zeta","","Christiansburg","https://en.wikipedia.org/wiki/Christiansburg,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","",""
"Alpha Psi Zeta","","Los Angeles","https://en.wikipedia.org/wiki/Los_Angeles","California","https://en.wikipedia.org/wiki/California","Active","28","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:9-41","[","]",""
"Beta Psi Zeta","February 20, 1947","Omaha","https://en.wikipedia.org/wiki/Omaha,_Nebraska","Nebraska","https://en.wikipedia.org/wiki/Nebraska","Active","370","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-431","[","]",""
"","","Temple","https://en.wikipedia.org/wiki/Temple,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Inactive","196","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:23-247","[","]","Gamma Psi Zeta"
"","","Orange","https://en.wikipedia.org/wiki/Orange,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Inactive","196","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:23-247","[","]","Delta Psi Zeta"
"Epsilon Psi Zeta","","Greenwood","https://en.wikipedia.org/wiki/Greenwood,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","",""
"Zeta Psi Zeta","","Clarksdale","https://en.wikipedia.org/wiki/Clarksdale,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"","","","","","","Inactive","","","","","Eta Psi Zeta"
"Theta Psi Zeta","February 25, 1978","Panama City","https://en.wikipedia.org/wiki/Panama_City,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","",""
"","","Tennessee","https://en.wikipedia.org/wiki/Tennessee","","","Inactive","","","","","Iota Psi Zeta"
"Kappa Psi Zeta","June 22, 1981","Sacramento","https://en.wikipedia.org/wiki/Sacramento,_California","California","https://en.wikipedia.org/wiki/California","Active","371","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-432","[","]",""
"","","Kalamazoo","https://en.wikipedia.org/wiki/Kalamazoo,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Inactive","","","","","Lambda Psi Zeta"
"","","Maryland","https://en.wikipedia.org/wiki/Maryland","","","Inactive","","","","","Mu Psi Zeta"
"Nu Psi Zeta","March 8, 1987","Peekskill","https://en.wikipedia.org/wiki/Peekskill,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","372","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-433","[","]",""
"Xi Psi Zeta","","Honolulu","https://en.wikipedia.org/wiki/Honolulu","Hawaii","https://en.wikipedia.org/wiki/Hawaii","Active","","","","",""
"","","","","","","Inactive","","","","","Omicron Psi Zeta"
"Pi Psi Zeta","","Magnolia","https://en.wikipedia.org/wiki/Magnolia,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","",""
"","","Westbury","https://en.wikipedia.org/wiki/Westbury,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Inactive","","","","","Rho Psi Zeta"
"Sigma Psi Zeta","December 4, 2002","Capitol Heights","https://en.wikipedia.org/wiki/Capitol_Heights,_Maryland","Prince George's County","https://en.wikipedia.org/wiki/Prince_George%27s_County,_Maryland","Active","220","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:13-272","[","]","Maryland"
"Tau Psi Zeta","September 19, 2004","Alsip","https://en.wikipedia.org/wiki/Alsip,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","374","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-435","[","]",""
"Upsilon Psi Zeta","","Oak Park","https://en.wikipedia.org/wiki/Oak_Park,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","225","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:28-277","[","]",""
"Phi Psi Zeta","May 4, 2008","Lewisville","https://en.wikipedia.org/wiki/Lewisville,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","375","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-436","[","]",""
"","","Culver City","https://en.wikipedia.org/wiki/Culver_City,_California","California","https://en.wikipedia.org/wiki/California","Inactive","265","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:12-318","[","]","Chi Psi Zeta"
"Psi Psi Zeta","June 15, 2011","Chicago","https://en.wikipedia.org/wiki/Chicago","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","376","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-437","[","]",""
"Omega Psi Zeta","","Ruleville","https://en.wikipedia.org/wiki/Ruleville,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Alpha Omega Zeta","May 1, 1942","Petersburg","https://en.wikipedia.org/wiki/Petersburg,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","377","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-438","[","]",""
"Beta Omega Zeta","","Albany","https://en.wikipedia.org/wiki/Albany,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Gamma Omega Zeta","April 1948","Houston","https://en.wikipedia.org/wiki/Houston","Texas","https://en.wikipedia.org/wiki/Texas","Active","96","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:43-130","[","]",""
"Delta Omega Zeta","","Huntsville","https://en.wikipedia.org/wiki/Huntsville,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Epsilon Omega Zeta","May 4, 1958","West Chester","https://en.wikipedia.org/wiki/West_Chester,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","378","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-439","[","]",""
"Zeta Omega Zeta","","Saginaw","https://en.wikipedia.org/wiki/Saginaw,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","225","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:28-277","[","]",""
"Eta Omega Zeta","March 1975","Athens","https://en.wikipedia.org/wiki/Athens,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Theta Omega Zeta","","Livingston","https://en.wikipedia.org/wiki/Livingston,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"","","","","","","Inactive","","","","","Iota Omega Zeta"
"Kappa Omega Zeta","July 31, 1981","Bala Cynwyd","https://en.wikipedia.org/wiki/Bala_Cynwyd,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","379","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-440","[","]",""
"","","Rockledge","https://en.wikipedia.org/wiki/Rockledge,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Inactive","","","","",""
"Mu Omega Zeta","","Natchitoches","https://en.wikipedia.org/wiki/Natchitoches,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","",""
"Nu Omega Zeta","","Arkadelphia","https://en.wikipedia.org/wiki/Arkadelphia,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","",""
"Xi Omega Zeta","","Warner Robins","https://en.wikipedia.org/wiki/Warner_Robins,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Omicron Omega Zeta","","Lubbock","https://en.wikipedia.org/wiki/Lubbock,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","",""
"Pi Omega Zeta","March 18, 1998","Round Rock","https://en.wikipedia.org/wiki/Round_Rock,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","380","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-441","[","]",""
"Rho Omega Zeta","July 2, 2000","North Shore","https://en.wikipedia.org/wiki/North_Shore_(Long_Island)","Long Island","https://en.wikipedia.org/wiki/Long_Island","Active","381","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-442","[","]","Manhasset"
"Sigma Omega Zeta","March 14, 2003","Clayton County","https://en.wikipedia.org/wiki/Clayton_County,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","382","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-443","[","]",""
"Tau Omega Zeta","September 23, 2004","Towson","https://en.wikipedia.org/wiki/Towson,_Maryland","Baltimore County","https://en.wikipedia.org/wiki/Baltimore_County,_Maryland","Active","220","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:13-272","[","]","Maryland"
"Upsilon Omega Zeta","December 21, 2006","Fishers","https://en.wikipedia.org/wiki/Fishers,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","383","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-444","[","]",""
"Phi Omega Zeta","May 9, 2008","Coram","https://en.wikipedia.org/wiki/Coram,_New_York","Suffolk County","https://en.wikipedia.org/wiki/Suffolk_County,_New_York","Active","103","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:17-139","[","]","New York"
"Chi Omega Zeta","","Chico","https://en.wikipedia.org/wiki/Chico,_California","California","https://en.wikipedia.org/wiki/California","Active","265","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:12-318","[","]",""
"Psi Omega Zeta","June 24, 2011","Rochester","https://en.wikipedia.org/wiki/Rochester,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","384","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-445","[","]",""
"Omega Omega Zeta","","Camden","https://en.wikipedia.org/wiki/Camden,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Alpha Alpha Alpha Zeta","September 21, 2013","Fredericksburg","https://en.wikipedia.org/wiki/Fredericksburg,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","385","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-446","[","]",""
"Alpha Alpha Beta Zeta","August 26, 2013","DeRidder","https://en.wikipedia.org/wiki/DeRidder,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","386","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-447","[","]",""
"Alpha Alpha Gamma Zeta","October 22, 2013","Phenix City","https://en.wikipedia.org/wiki/Phenix_City,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","387","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-448","[","]",""
"Alpha Alpha Delta Zeta","","Beloit","https://en.wikipedia.org/wiki/Beloit,_Wisconsin","Wisconsin","https://en.wikipedia.org/wiki/Wisconsin","Active","","","","",""
"Alpha Alpha Epsilon Zeta","","Pittsboro","https://en.wikipedia.org/wiki/Pittsboro,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Alpha Alpha Zeta Zeta","","Vicksburg","https://en.wikipedia.org/wiki/Vicksburg,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Alpha Alpha Eta Zeta","","London","https://en.wikipedia.org/wiki/London","England","https://en.wikipedia.org/wiki/England","Active","","","","",""
"Alpha Alpha Iota Zeta","March 14, 2014","Murray","https://en.wikipedia.org/wiki/Murray,_Kentucky","Kentucky","https://en.wikipedia.org/wiki/Kentucky","Active","","","","",""
"Alpha Alpha Kappa Zeta","April 1, 2014","Newnan","https://en.wikipedia.org/wiki/Newnan,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Alpha Alpha Lambda Zeta","May 23, 2014","Abu Dhab","https://en.wikipedia.org/wiki/Abu_Dhabi","United Arab Emirates","https://en.wikipedia.org/wiki/United_Arab_Emirates","Active","388","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-449","[","]",""
"Alpha Alpha Mu Zeta","September 13, 2014","Kenton County","https://en.wikipedia.org/wiki/Kenton_County,_Kentucky","Kentucky","https://en.wikipedia.org/wiki/Kentucky","Active","","","","",""
"Alpha Alpha Nu Zeta","","Augusta","https://en.wikipedia.org/wiki/Augusta,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","",""
"Alpha Alpha Xi Zeta","April 24, 1993","Charleston","https://en.wikipedia.org/wiki/Charleston,_West_Virginia","West Virginia","https://en.wikipedia.org/wiki/West_Virginia","Active","","","","",""
"Alpha Alpha Omicron Zeta","January 15, 2015","Philadelphia","https://en.wikipedia.org/wiki/Philadelphia","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","389","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-450","[","]",""
"Alpha Alpha Pi Zeta","February 12, 2015","El Dorado","https://en.wikipedia.org/wiki/El_Dorado,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","",""
"Alpha Alpha Rho Zeta","","Norwalk","https://en.wikipedia.org/wiki/Norwalk,_Connecticut","Connecticut","https://en.wikipedia.org/wiki/Connecticut","Active","","","","",""
"Alpha Alpha Sigma Zeta","","Aurora","https://en.wikipedia.org/wiki/Aurora,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","","","","",""
"","","Tunica","https://en.wikipedia.org/wiki/Tunica,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Inactive","","","","","Alpha Alpha Tau Zeta"
"Alpha Alpha Upsilon Zeta","May 2, 2015","Manhattan","https://en.wikipedia.org/wiki/Manhattan","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","103","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:17-139","[","]",""
"Alpha Alpha Phi Zeta","November 25, 2016","Laurinburg","https://en.wikipedia.org/wiki/Laurinburg,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Alpha Alpha Chi Zeta","July 21, 2015","Monmouth County","https://en.wikipedia.org/wiki/Monmouth_County,_New_Jersey","Ocean County","https://en.wikipedia.org/wiki/Ocean_County,_New_Jersey","Active","242","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:15-294","[","]","New Jersey"
"Alpha Alpha Psi Zeta","","Hazlehurst","https://en.wikipedia.org/wiki/Hazlehurst,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Alpha Alpha Omega Zeta","","Westchester County","https://en.wikipedia.org/wiki/Westchester_County,_New_York","West Bronx","https://en.wikipedia.org/wiki/West_Bronx","Active","103","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:17-139","[","]","New York"
"Beta Alpha Alpha Zeta","","Meridian","https://en.wikipedia.org/wiki/Meridian,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Beta Alpha Beta Zeta","October 28, 2015","Leonardtown","https://en.wikipedia.org/wiki/Leonardtown,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","","","","",""
"Beta Alpha Gamma Zeta","","Palmdale","https://en.wikipedia.org/wiki/Palmdale,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","",""
"Beta Alpha Delta Zeta","","Vaiden","https://en.wikipedia.org/wiki/Vaiden,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Beta Alpha Epsilon Zeta","","Clewiston","https://en.wikipedia.org/wiki/Clewiston,_Florida","Moore Haven","https://en.wikipedia.org/wiki/Moore_Haven,_Florida","Active","","","","","Okeechobee"
"Beta Alpha Zeta Zeta","","Springfield","https://en.wikipedia.org/wiki/Springfield,_Massachusetts","Massachusetts","https://en.wikipedia.org/wiki/Massachusetts","Active","","","","",""
"","","","","","","Inactive","","","","","Beta Alpha Eta Zeta"
"Beta Alpha Theta Zeta","March 30, 2016","Menifee","https://en.wikipedia.org/wiki/Menifee,_California","California","https://en.wikipedia.org/wiki/California","Active","392","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-453","[","]",""
"Beta Alpha Iota Zeta","April 6, 2016","Crawfordville","https://en.wikipedia.org/wiki/Crawfordville,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","282","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:26-338","[","]",""
"Beta Alpha Kappa Zeta","","Winona","https://en.wikipedia.org/wiki/Winona,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Beta Alpha Lambda Zeta","","Dyersburg","https://en.wikipedia.org/wiki/Dyersburg,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","","","","",""
"Beta Alpha Mu Zeta","June 29, 2016","Freeport","https://en.wikipedia.org/wiki/Freeport,_Bahamas","Grand Bahama","https://en.wikipedia.org/wiki/Grand_Bahama","Active","","","","","The Bahamas"
"Beta Alpha Nu Zeta","","Barataria","https://en.wikipedia.org/wiki/Barataria,_Trinidad_and_Tobago","Trinidad and Tobago","https://en.wikipedia.org/wiki/Trinidad_and_Tobago","Active","","","","",""
"Beta Alpha Xi Zeta","","Louisville","https://en.wikipedia.org/wiki/Louisville,_Kentucky","Kentucky","https://en.wikipedia.org/wiki/Kentucky","Active","","","","",""
"Beta Alpha Omicron Zeta","","Chesapeake","https://en.wikipedia.org/wiki/Chesapeake,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","",""
"Beta Alpha Pi Zeta","October 16, 2016","Accomack County","https://en.wikipedia.org/wiki/Accomack_County,_Virginia","Northampton County","https://en.wikipedia.org/wiki/Northampton_County,_Virginia","Active","","","","","Virginia"
"Beta Alpha Rho Zeta","","Somerset County","https://en.wikipedia.org/wiki/Somerset_County,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","242","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:15-294","[","]",""
