"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row href","tablescraper-selected-row 4","tablescraper-selected-row href 2","tablescraper-selected-row 5","reference","reference href","cite-bracket","cite-bracket 2","tablescraper-selected-row 8"
"Epsilon Kappa Zeta","","Lynchburg","https://en.wikipedia.org/wiki/Lynchburg,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","",""
"Zeta Kappa Zeta","","Texarkana","https://en.wikipedia.org/wiki/Texarkana,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","",""
"Eta Kappa Zeta","","East St. Louis","https://en.wikipedia.org/wiki/East_St._Louis,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","","","","",""
"Theta Kappa Zeta","","Anniston","https://en.wikipedia.org/wiki/Anniston,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","40","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:11-66","[","]",""
"Iota Kappa Zeta","","Tennessee","https://en.wikipedia.org/wiki/Tennessee","","","Active","","","","",""
"","","","","","","Inactive","","","","","Kappa Kappa Zeta"
"Lambda Kappa Zeta","","Hattiesburg","https://en.wikipedia.org/wiki/Hattiesburg,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Mu Kappa Zeta","September 24, 1983","Marion","https://en.wikipedia.org/wiki/Marion,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","",""
"Nu Kappa Zeta","","Vicksburg","https://en.wikipedia.org/wiki/Vicksburg,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Xi Kappa Zeta","November 17, 1988","Colorado Springs","https://en.wikipedia.org/wiki/Colorado_Springs,_Colorado","Colorado","https://en.wikipedia.org/wiki/Colorado","Active","289","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-346","[","]",""
"Omicron Kappa Zeta","October 5, 1991","College Park","https://en.wikipedia.org/wiki/College_Park,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","290","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-347","[","]",""
"Pi Kappa Zeta","","Burlington","https://en.wikipedia.org/wiki/Burlington,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Rho Kappa Zeta","September 25, 1999","St. Andrews","https://en.wikipedia.org/wiki/St._Andrews,_South_Carolina","Columbia","https://en.wikipedia.org/wiki/Columbia,_South_Carolina","Active","291","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-348","[","]","West Columbia"
"Sigma Kappa Zeta","September 7, 2001","Brooklyn","https://en.wikipedia.org/wiki/Brooklyn","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","292","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-349","[","]",""
"Tau Kappa Zeta","October 18, 2003","Slidell","https://en.wikipedia.org/wiki/Slidell,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","293","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-350","[","]",""
"Upsilon Kappa Zeta","April 6, 2005","Bloomington","https://en.wikipedia.org/wiki/Bloomington,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","294","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-351","[","]",""
"Phi Kappa Zeta","December 5, 2007","Woodbridge","https://en.wikipedia.org/wiki/Woodbridge,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","295","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-352","[","]",""
"Chi Kappa Zeta","","Benton Harbor","https://en.wikipedia.org/wiki/Benton_Harbor,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","225","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:28-277","[","]",""
"Psi Kappa Zeta","","Warrensburg","https://en.wikipedia.org/wiki/Warrensburg,_Missouri","Missiouri","https://en.wikipedia.org/wiki/Missouri","Active","","","","",""
"Omega Kappa Zeta","April 12, 2012","Stockton","https://en.wikipedia.org/wiki/Stockton,_California","San Joaquin County","https://en.wikipedia.org/wiki/San_Joaquin_County,_California","Active","265","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:12-318","[","]","Contra Costa County"
"","February 24, 1940","Muskogee","https://en.wikipedia.org/wiki/Muskogee,_Oklahoma","Oklahoma","https://en.wikipedia.org/wiki/Oklahoma","Inactive","19","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:3-24","[","]","Alpha Lambda Zeta"
"Beta Lambda Zeta","December 22, 1945","Asheville","https://en.wikipedia.org/wiki/Asheville,_North_Carolina","Hendersonville","https://en.wikipedia.org/wiki/Hendersonville,_North_Carolina","Active","297","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-354","[","]","North Carolina"
"Gamma Lambda Zeta","","Volusia County","https://en.wikipedia.org/wiki/Volusia_County,_Florida","Daytona Beach","https://en.wikipedia.org/wiki/Daytona_Beach,_Florida","Active","171","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:22-222","[","]","Florida"
"Delta Lambda Zeta","","Tifton","https://en.wikipedia.org/wiki/Tifton,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Epsilon Lambda Zeta","","Prairie View","https://en.wikipedia.org/wiki/Prairie_View,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","",""
"Zeta Lambda Zeta","","Laurens","https://en.wikipedia.org/wiki/Laurens,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","",""
"Eta Lambda Zeta","","Mount Clemens","https://en.wikipedia.org/wiki/Mount_Clemens,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","225","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:28-277","[","]",""
"","","Illinois","https://en.wikipedia.org/wiki/Illinois","","","Inactive","298","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-355","[","]","Theta Lambda Zeta"
"Iota Lambda Zeta","April 7, 1979","Aiken","https://en.wikipedia.org/wiki/Aiken,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","299","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-356","[","]",""
"Kappa Lambda Zeta","","Lexington","https://en.wikipedia.org/wiki/Lexington,_Kentucky","Kentucky","https://en.wikipedia.org/wiki/Kentucky","Active","","","","",""
"Lambda Lambda Zeta","February 1, 1982","Pittsburgh","https://en.wikipedia.org/wiki/Pittsburgh","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","","","","",""
"Mu Lambda Zeta","September 12, 1983","Jacksonville","https://en.wikipedia.org/wiki/Jacksonville,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"","","","","","","Inactive","","","","","Nu Lambda Zeta"
"","","Richmond","https://en.wikipedia.org/wiki/Richmond,_California","California","https://en.wikipedia.org/wiki/California","Inactive","265","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:12-318","[","]","Xi Lambda Zeta"
"","","","","","","Inactive","","","","","Omicron Lambda Zeta"
"Pi Lambda Zeta","May 17, 1996","New Haven County","https://en.wikipedia.org/wiki/New_Haven_County,_Connecticut","Bridgeport","https://en.wikipedia.org/wiki/Bridgeport,_Connecticut","Active","","","","","Connecticut"
"Rho Lambda Zeta","","SeaTac","https://en.wikipedia.org/wiki/SeaTac,_Washington","Washington","https://en.wikipedia.org/wiki/Washington_(state)","Active","","","","",""
"Sigma Lambda Zeta","","Columbus","https://en.wikipedia.org/wiki/Columbus,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"","","","","","","Inactive","","","","","Tau Lambda Zeta"
"Upsilon Lambda Zeta","","Bowling Green","https://en.wikipedia.org/wiki/Bowling_Green,_Kentucky","Kentucky","https://en.wikipedia.org/wiki/Kentucky","Active","","","","",""
"Phi Lambda Zeta","","West Point","https://en.wikipedia.org/wiki/West_Point,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Chi Lambda Zeta","February 6, 2009","Bartlett","https://en.wikipedia.org/wiki/Bartlett,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","300","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-357","[","]",""
"Psi Lambda Zeta","","Prattville","https://en.wikipedia.org/wiki/Prattville,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Omega Lambda Zeta","","Rancho Cordova","https://en.wikipedia.org/wiki/Rancho_Cordova,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","",""
"Alpha Mu Zeta","May 18, 1940","Little Rock","https://en.wikipedia.org/wiki/Little_Rock,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","301","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-358","[","]",""
"Beta Mu Zeta","April 7, 1956","Gastonia","https://en.wikipedia.org/wiki/Gastonia,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","302","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-359","[","]",""
"Gamma Mu Zeta","May 1, 1948","Spartanburg","https://en.wikipedia.org/wiki/Spartanburg,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","303","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-360","[","]",""
"Delta Mu Zeta","June 30, 1950","Manhattan","https://en.wikipedia.org/wiki/Manhattan","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","103","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:17-139","[","]",""
"","","Moultrie","https://en.wikipedia.org/wiki/Moultrie,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Inactive","196","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:23-247","[","]","Epsilon Mu Zeta"
"Zeta Mu Zeta","","Putnam County","https://en.wikipedia.org/wiki/Putnam_County,_Florida","Hastings","https://en.wikipedia.org/wiki/Hastings,_Florida","Active","","","","","Florida"
"Eta Mu Zeta","March 4, 1972","Tacoma","https://en.wikipedia.org/wiki/Tacoma,_Washington","Washington","https://en.wikipedia.org/wiki/Washington_(state)","Active","305","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-362","[","]",""
"Theta Mu Zeta","May 22, 1976","Longview","https://en.wikipedia.org/wiki/Longview,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","306","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-363","[","]",""
"Iota Mu Zeta","","Hartsville","https://en.wikipedia.org/wiki/Hartsville,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","",""
"","","","","","","Inactive","","","","","Lambda Mu Zeta"
"Mu Mu Zeta","","Tupelo","https://en.wikipedia.org/wiki/Tupelo,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Nu Mu Zeta","December 31, 1986","Des Moines","https://en.wikipedia.org/wiki/Des_Moines,_Iowa","Iowa","https://en.wikipedia.org/wiki/Iowa","Active","19","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:3-24","[","]",""
"Xi Mu Zeta","","Markham","https://en.wikipedia.org/wiki/Markham,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","307","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-364","[","]",""
"","","","","","","Inactive","","","","","Omicron Mu Zeta"
"","","","","","","Inactive","","","","","Pi Mu Zeta"
"Rho Mu Zeta","October 15, 1999","Clarksville","https://en.wikipedia.org/wiki/Clarksville,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","308","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-365","[","]",""
"Sigma Mu Zeta","December 20, 2001","Stone Mountain","https://en.wikipedia.org/wiki/Stone_Mountain","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","309","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-366","[","]",""
"","","Suisun City","https://en.wikipedia.org/wiki/Suisun_City,_California","California","https://en.wikipedia.org/wiki/California","Inactive","","","","","Tau Mu Zeta"
"Upsilon Mu Zeta","October 22, 2005","LaPlace","https://en.wikipedia.org/wiki/LaPlace,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","310","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-367","[","]",""
"Phi Mu Zeta","","Pomona Valley","https://en.wikipedia.org/wiki/Pomona_Valley","Rancho Cucamonga","https://en.wikipedia.org/wiki/Rancho_Cucamonga,_California","Active","265","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:12-318","[","]","California"
"Chi Mu Zeta","","West Park","https://en.wikipedia.org/wiki/West_Park,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","",""
"Psi Mu Zeta","September 12, 2010","Charlotte","https://en.wikipedia.org/wiki/Charlotte,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","311","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-368","[","]",""
"Omega Mu Zeta","","Middlesex County","https://en.wikipedia.org/wiki/Middlesex_County,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","242","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:15-294","[","]",""
"","","","","","","Inactive","","","","","Alpha Nu Zeta"
"Beta Nu Zeta","November 24, 1945","Greensboro","https://en.wikipedia.org/wiki/Greensboro,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Gamma Nu Zeta","March 25, 1948","Camden","https://en.wikipedia.org/wiki/Camden,_New_Jersey","Camden County","https://en.wikipedia.org/wiki/Camden_County,_New_Jersey","Active","33","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:19-48","[","]","New Jersey"
"Delta Nu Zeta","","Meridian","https://en.wikipedia.org/wiki/Meridian,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Epsilon Nu Zeta","","Leesburg","https://en.wikipedia.org/wiki/Leesburg,_Florida","Tavares","https://en.wikipedia.org/wiki/Tavares,_Florida","Active","","","","","Eustis"
"Zeta Nu Zeta","","Inkster","https://en.wikipedia.org/wiki/Inkster,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","225","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:28-277","[","]",""
"Eta Nu Zeta","October 23, 1972","Broward County","https://en.wikipedia.org/wiki/Broward_County,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","313","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-370","[","]",""
"Theta Nu Zeta","","Jefferson City","https://en.wikipedia.org/wiki/Jefferson_City,_Missouri","Missiouri","https://en.wikipedia.org/wiki/Missouri","Active","","","","",""
"Iota Nu Zeta","","Elizabeth City","https://en.wikipedia.org/wiki/Elizabeth_City,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"","","Warren","https://en.wikipedia.org/wiki/Warren,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Inactive","","","","","Kappa Nu Zeta"
"Lambda Nu Zeta","August 15, 1982","Summerville","https://en.wikipedia.org/wiki/Summerville,_South_Carolina","Ridgeville","https://en.wikipedia.org/wiki/Ridgeville,_South_Carolina","Active","314","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-371","[","]","South Carolina"
"","","","","","","Inactive","","","","","Mu Nu Zeta"
"","","","","","","Inactive","","","","","Nu Nu Zeta"
"Xi Nu Zeta","March 10, 1989","Midwest City","https://en.wikipedia.org/wiki/Midwest_City,_Oklahoma","Oklahoma","https://en.wikipedia.org/wiki/Oklahoma","Active","107","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:4-143","[","]",""
"Omicron Nu Zeta","March 23, 1992","New Orleans","https://en.wikipedia.org/wiki/New_Orleans","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","315","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-372","[","]",""
"","","","","","","Inactive","","","","","Pi Nu Zeta"
"Rho Nu Zeta","","Kosciusko","https://en.wikipedia.org/wiki/Kosciusko,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Sigma Nu Zeta","","Harlem","https://en.wikipedia.org/wiki/Harlem","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","103","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:17-139","[","]",""
"Tau Nu Zeta","","Monroe","https://en.wikipedia.org/wiki/Monroe,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Upsilon Nu Zeta","October 29, 2005","Lancaster","https://en.wikipedia.org/wiki/Lancaster,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","316","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-373","[","]",""
"Phi Nu Zeta","February 11, 2008","Florissant","https://en.wikipedia.org/wiki/Florissant,_Missouri","Missiouri","https://en.wikipedia.org/wiki/Missouri","Active","317","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-374","[","]",""
"Chi Nu Zeta","April 19, 2009","Vidalia","https://en.wikipedia.org/wiki/Vidalia,_Georgia","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","",""
"","","","","","","Inactive","","","","","Psi Nu Zeta"
"Omega Nu Zeta","","Marion","https://en.wikipedia.org/wiki/Marion,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","",""
"Alpha Xi Zeta","","Tuskegee","https://en.wikipedia.org/wiki/Tuskegee,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Beta Xi Zeta","","Moss Point","https://en.wikipedia.org/wiki/Moss_Point,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Gamma Xi Zeta","","Elmsford","https://en.wikipedia.org/wiki/Elmsford,_New_York","Westchester County","https://en.wikipedia.org/wiki/Westchester_County,_New_York","Active","103","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:17-139","[","]","New York"
"Delta Xi Zeta","","Rock Hill","https://en.wikipedia.org/wiki/Rock_Hill,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","",""
"Epsilon Xi Zeta","May 27, 1954","Mercer County","https://en.wikipedia.org/wiki/Mercer_County,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","242","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:15-294","[","]",""
"Zeta Xi Zeta","May 1965","Toledo","https://en.wikipedia.org/wiki/Toledo,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Active","","","","",""
"Eta Xi Zeta","June 2016","Ardmore","https://en.wikipedia.org/wiki/Ardmore,_Oklahoma","Oklahoma","https://en.wikipedia.org/wiki/Oklahoma","Active","107","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:4-143","[","]",""
"Theta Xi Zeta","June 1976","LaGrange","https://en.wikipedia.org/wiki/LaGrange,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Iota Xi Zeta","","Lake City","https://en.wikipedia.org/wiki/Lake_City,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","",""
"Kappa Xi Zeta","","Syracuse","https://en.wikipedia.org/wiki/Syracuse,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","","","","",""
"Lambda Xi Zeta","","Gulfport","https://en.wikipedia.org/wiki/Gulfport,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Mu Xi Zeta","October 1, 1983","Baltimore County","https://en.wikipedia.org/wiki/Baltimore_County,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","220","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:13-272","[","]",""
"Nu Xi Zeta","November 29, 1986","Alexandria","https://en.wikipedia.org/wiki/Alexandria,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","",""
"Xi Xi Zeta","March 15, 1989","Lithonia","https://en.wikipedia.org/wiki/Lithonia,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","320","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-377","[","]",""
"Omicron Xi Zeta","","Williamsburg","https://en.wikipedia.org/wiki/Williamsburg,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","",""
"Pi Xi Zeta","","Spokane","https://en.wikipedia.org/wiki/Spokane,_Washington","Washington","https://en.wikipedia.org/wiki/Washington_(state)","Active","","","","",""
"Rho Xi Zeta","November 6, 1999","Kennesaw","https://en.wikipedia.org/wiki/Kennesaw,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","321","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-378","[","]",""
"Sigma Xi Zeta","","Morrisville","https://en.wikipedia.org/wiki/Morrisville,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Tau Xi Zeta","April 4, 2004","Forest Park","https://en.wikipedia.org/wiki/Forest_Park,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","322","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-379","[","]",""
"Upsilon Xi Zeta","","Plymouth","https://en.wikipedia.org/wiki/Plymouth,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Phi Xi Zeta","","Coral Springs","https://en.wikipedia.org/wiki/Coral_Springs,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","",""
"Chi Xi Zeta","June 7, 2009","Clayton","https://en.wikipedia.org/wiki/Clayton,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","323","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-380","[","]",""
"Psi Xi Zeta","","Camden","https://en.wikipedia.org/wiki/Camden,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Omega Xi Zeta","","Wetumpka","https://en.wikipedia.org/wiki/Wetumpka,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Alpha Omicron Zeta","February 8, 1941","Orangeburg","https://en.wikipedia.org/wiki/Orangeburg,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","34","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:27-50","[","]",""
"Beta Omicron Zeta","","Detroit","https://en.wikipedia.org/wiki/Detroit","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","225","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:28-277","[","]",""
"Gamma Omicron Zeta","March 2, 1953","Essex County","https://en.wikipedia.org/wiki/Essex_County,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","242","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:15-294","[","]",""
"Delta Omicron Zeta","May 1942","Boston","https://en.wikipedia.org/wiki/Boston","Massachusetts","https://en.wikipedia.org/wiki/Massachusetts","Active","325","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-382","[","]",""
"Epsilon Omicron Zeta","","Monroe","https://en.wikipedia.org/wiki/Monroe,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","",""
"","","San Bernardino","https://en.wikipedia.org/wiki/San_Bernardino,_California","California","https://en.wikipedia.org/wiki/California","Inactive","196","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:23-247","[","]","Zeta Omicron Zeta"
"Eta Omicron Zeta","March 17, 1972","Union County","https://en.wikipedia.org/wiki/Union_County,_New_Jersey","Middlesex County","https://en.wikipedia.org/wiki/Middlesex_County,_Massachusetts","Active","242","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:15-294","[","]","New Jersey"
"Theta Omicron Zeta","","Los Vegas","https://en.wikipedia.org/wiki/Las_Vegas","Nevada","https://en.wikipedia.org/wiki/Nevada","Active","","","","",""
"Iota Omicron Zeta","","Belle Glade","https://en.wikipedia.org/wiki/Belle_Glade,_Florida","Pahokee","https://en.wikipedia.org/wiki/Pahokee,_Florida","Active","","","","","South Bay"
"","","","","","","Inactive","","","","","Kappa Omicron Zeta"
"Lambda Omicron Zeta","","Georgetown","https://en.wikipedia.org/wiki/Georgetown,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","",""
"Mu Omicron Zeta","","Jackson County","https://en.wikipedia.org/wiki/Jackson_County,_Florida","Marianna","https://en.wikipedia.org/wiki/Marianna,_Florida","Active","171","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:22-222","[","]","Florida"
"Nu Omicron Zeta","January 30, 1987","San Fernando Valley","https://en.wikipedia.org/wiki/San_Fernando_Valley","California","https://en.wikipedia.org/wiki/California","Active","326","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-383","[","]",""
"Omicron Omicron Zeta","May 1993","Gloucester County","https://en.wikipedia.org/wiki/Gloucester_County,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","242","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:15-294","[","]",""
