"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row href","tablescraper-selected-row 4","tablescraper-selected-row href 2","tablescraper-selected-row 5","reference","reference href","cite-bracket","cite-bracket 2","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row 8"
"Pi Lambda Lambda","","","","","","Unassigned","","","","","","",""
"Pi Mu Lambda","","","","","","Inactive","","","","","644 ?","","199x ?–xxxx ?"
"","","Arkadelphia","https://en.wikipedia.org/wiki/Arkadelphia,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","","645 ?","Pi Nu Lambda","199x ?"
"","","Salt Lake City","https://en.wikipedia.org/wiki/Salt_Lake_City","Utah","https://en.wikipedia.org/wiki/Utah","Active","","","","","646 ?","Pi Xi Lambda","199x ?"
"","","Fort Leavenworth","https://en.wikipedia.org/wiki/Fort_Leavenworth","Kansas","https://en.wikipedia.org/wiki/Kansas","Active","","","","","647 ?","Pi Omicron Lambda","199x ?"
"","","Slidell","https://en.wikipedia.org/wiki/Slidell,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","648 ?","Pi Pi Lambda","199x ?"
"Pi Rho Lambda","","","","","","Inactive","","","","","649 ?","","199x ?–xxxx ?"
"","","Oxford","https://en.wikipedia.org/wiki/Oxford,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","79","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:12-140","[","]","650 ?","Pi Sigma Lambda","1992"
"","","Burlington","https://en.wikipedia.org/wiki/Burlington,_Vermont","Vermont","https://en.wikipedia.org/wiki/Vermont","Active","12","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:6-20","[","]","651","Pi Tau Lambda","199x ?"
"","August 1, 1993","Largo","https://en.wikipedia.org/wiki/Largo,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","210","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-288","[","]","652","Pi Upsilon Lambda",""
"Pi Phi Lambda","","","","","","Inactive","","","","","653 ?","","199x ?–xxxx ?"
"Pi Chi Lambda","","","","","","Inactive","","","","","654 ?","","199x ?–xxxx ?"
"","March 26, 1996","Quincy","https://en.wikipedia.org/wiki/Quincy,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","211","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-289","[","]","655 ?","Pi Psi Lambda",""
"Pi Omega Lambda","","","","","","Unassigned","","","","","","",""
"","January 25, 1998","Henderson","https://en.wikipedia.org/wiki/Henderson,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","656 ?","Rho Beta Lambda",""
"","March 28, 1998","Jacksonville","https://en.wikipedia.org/wiki/Jacksonville,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","657 ?","Rho Alpha Lambda",""
"","","Greenwood","https://en.wikipedia.org/wiki/Greenwood,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","79","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:12-140","[","]","658 ?","Rho Gamma Lambda","1998"
"","","Anderson","https://en.wikipedia.org/wiki/Anderson,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","659 ?","Rho Delta Lambda","199x ?"
"","","Natchez","https://en.wikipedia.org/wiki/Natchez,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","79","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:12-140","[","]","660 ?","Rho Epsilon Lambda","1998"
"","September 4, 1999","Evanston","https://en.wikipedia.org/wiki/Evanston,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","","","","","661 ?","Rho Zeta Lambda","– 1999; October 21, 2006"
"","January 1, 2000","Madison","https://en.wikipedia.org/wiki/Madison,_Alabama","Decatur","https://en.wikipedia.org/wiki/Decatur,_Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","662 ?","Rho Eta Lambda",""
"","June 4, 2000","Ahoskie","https://en.wikipedia.org/wiki/Ahoskie,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","663 ?","Rho Theta Lambda",""
"","","Chesterfield County","https://en.wikipedia.org/wiki/Chesterfield_County,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","47","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:28-89","[","]","664","Rho Iota Lambda","200x ?"
"","","Duluth","https://en.wikipedia.org/wiki/Duluth,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","665 ?","Rho Kappa Lambda","200x ?"
"Rho Lambda Lamba","","","","","","Unassigned","","","","","","",""
"","","Waycross","https://en.wikipedia.org/wiki/Waycross,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","666 ?","Rho Mu Lambda","200x ?"
"","September 14, 2002","Carrollton","https://en.wikipedia.org/wiki/Carrollton,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","212","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-290","[","]","667 ?","Rho Nu Lambda",""
"","","Canton","https://en.wikipedia.org/wiki/Canton,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","79","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:12-140","[","]","668 ?","Rho XI Lambda","2004"
"","","Fort Walton Beach","https://en.wikipedia.org/wiki/Fort_Walton_Beach,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","669 ?","Rho Omicron Lambda","200x ?"
"","","Carrolton","https://en.wikipedia.org/wiki/Carrollton,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","670 ?","Rho Pi Lambda","200x ?"
"Rho Rho Lambda","","","","","","Inactive","","","","","671 ?","","200x ?–20xx ?"
"","","McDonough","https://en.wikipedia.org/wiki/McDonough,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","","Rho Sigma Lambda","200x ?"
"","","Baltimore","https://en.wikipedia.org/wiki/Baltimore","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","44","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:27-86","[","]","672","Rho Tau Lambda","200x ?"
"","February 8, 2009","Dothan","https://en.wikipedia.org/wiki/Dothan,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","","Rho Upsilon Lambda",""
"","","Johannesburg","https://en.wikipedia.org/wiki/Johannesburg","South Africa","https://en.wikipedia.org/wiki/South_Africa","Active","24","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:4-57","[","]","674","Rho Phi Lambda","20xx ?"
"","","London","https://en.wikipedia.org/wiki/London","England","https://en.wikipedia.org/wiki/England","Active","24","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:4-57","[","]","675","Rho Chi Lambda","20xx ?"
"Rho Psi Lambda","June 24, 2010","The Bronx","https://en.wikipedia.org/wiki/The_Bronx","New York","https://en.wikipedia.org/wiki/New_York_(state)","Inactive","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","676","","– 20xx ?"
"Rho Omega Lambda","","","","","","Unassigned","","","","","","",""
"","July 24, 2010","Charles County","https://en.wikipedia.org/wiki/Charles_County,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","213","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-291","[","]","677","Sigma Alpha Lambda",""
"","","Freeport","https://en.wikipedia.org/wiki/Freeport,_Bahamas","The Bahamas","https://en.wikipedia.org/wiki/The_Bahamas","Active","","","","","678 ?","Sigma Beta Lambda","201x ?"
"Omicron Phi Lambda","January 30, 2012","Katy","https://en.wikipedia.org/wiki/Katy,_Texas","Cypress","https://en.wikipedia.org/wiki/Cypress,_Texas","Active","214","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-292","[","]","679","Sigma Gamma Lambda",""
"","July 21, 2012","Southfield","https://en.wikipedia.org/wiki/Southfield,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","215","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-293","[","]","930","Sigma Delta Lambda",""
"","February 11, 2013","Toronto","https://en.wikipedia.org/wiki/Toronto","Ontario","https://en.wikipedia.org/wiki/Ontario","Active","216","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-294","[","]","","Sigma Epsilon Lambda",""
"","","Morris County","https://en.wikipedia.org/wiki/Morris_County,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","48","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:25-90","[","]","934","Sigma Zeta Lambda","201x ?"
"Walton County","June 29, 2013","Conyers","https://en.wikipedia.org/wiki/Conyers,_Georgia","Covington","https://en.wikipedia.org/wiki/Covington,_Georgia","Active","101","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:13-163","[","]","","Sigma Eta Lambda","Georgia"
"Long County","June 14, 2014","Hinesville","https://en.wikipedia.org/wiki/Hinesville,_Georgia","Bryan County","https://en.wikipedia.org/wiki/Bryan_County,_Georgia","Active","","","","","939","Sigma Theta Lambda","Georgia"
"","","Southaven","https://en.wikipedia.org/wiki/Southaven,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","79","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:12-140","[","]","","Sigma Iota Lambda","2016"
"","September 21, 2016","Morgantown","https://en.wikipedia.org/wiki/Morgantown,_West_Virginia","West Virginia","https://en.wikipedia.org/wiki/West_Virginia","Active","121","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:38-185","[","]","128","Alpha Zeta Lambda (Second)",""
"","February 3, 2018","Bloomington","https://en.wikipedia.org/wiki/Bloomington,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","218","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-296","[","]","","Sigma Kappa Lambda",""
"","","","","","","Unassigned","","","","","","",""
"","","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","","","Active","11","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:262-18","[","]","958","Sigma Mu Lambda","201x ?"
"Sigma Nu Lambda","","","","","","Inactive","","","","","","","201x–20xx ?"
"","July 27, 2019","Paducah","https://en.wikipedia.org/wiki/Paducah,_Kentucky","Kentucky","https://en.wikipedia.org/wiki/Kentucky","Active","219","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-297","[","]","","Sigma Xi Lambda",""
"","July 27, 2019","Fayetteville","https://en.wikipedia.org/wiki/Fayetteville,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","101","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:13-163","[","]","","Sigma Omicron Lambda",""
"","July 27, 2019","Orange Park","https://en.wikipedia.org/wiki/Orange_Park,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","118","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-jaxalphas.org-182","[","]","","Sigma Pi Lambda",""
"","","Bartlett","https://en.wikipedia.org/wiki/Bartlett,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","86","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:21-148","[","]","","Sigma Rho Lambda","20xx ?"
"","","Clinton","https://en.wikipedia.org/wiki/Clinton,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","","","","","","Sigma Sigma Lambda","20xx ?"
"","July 26, 2020","Fort Mill","https://en.wikipedia.org/wiki/Fort_Mill,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","220","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-298","[","]","968","Sigma Tau Lambda",""
"","August 19, 2020","Brown County","https://en.wikipedia.org/wiki/Brown_County,_Wisconsin","Winnebago County","https://en.wikipedia.org/wiki/Winnebago_County,_Wisconsin","Active","","","","","969","Sigma Upsilon Lambda",""
"Sigma Phi Lambda","","","","","","Inactive","","","","","","","202x–20xx ?"
"Beta Alpha Lambda Firs","October 2020","Jersey City","https://en.wikipedia.org/wiki/Jersey_City,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","48","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:25-90","[","]","971","Sigma Chi Lambda",""
"","May 23, 2021","Abu Dhabi","https://en.wikipedia.org/wiki/Abu_Dhabi","United Arab Emirates","https://en.wikipedia.org/wiki/United_Arab_Emirates","Active","24","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:4-57","[","]","972","Sigma Psi Lambda",""
"Sigma Omega Lambda","","","","","","Unassigned","","","","","","",""
"","","Ghana","https://en.wikipedia.org/wiki/Ghana","","","Active","","","","","973","Tau Alpha Lambda","2021"
"","June 30, 2021","Pétion-Ville","https://en.wikipedia.org/wiki/P%C3%A9tion-Ville","Haiti","https://en.wikipedia.org/wiki/Haiti","Active","222","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-301","[","]","974","Tau Beta Lambda",""
"","July 17, 2021","Alpharetta","https://en.wikipedia.org/wiki/Alpharetta,_Georgia","Sandy Springs","https://en.wikipedia.org/wiki/Sandy_Springs,_Georgia","Active","223","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-302","[","]","975","Tau Gamma Lambda",""
"","July 17, 2021","San Juan","https://en.wikipedia.org/wiki/San_Juan,_Puerto_Rico","Puerto Rico","https://en.wikipedia.org/wiki/Puerto_Rico","Active","224","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:20-303","[","]","976","Tau Delta Lambda",""
"","","Columbia County","https://en.wikipedia.org/wiki/Columbia_County,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","101","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:13-163","[","]","","Tau Epsilon Lambda","202x ?"
"","","Santo Domingo","https://en.wikipedia.org/wiki/Santo_Domingo","Dominican Republic","https://en.wikipedia.org/wiki/Dominican_Republic","Active","226","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-305","[","]","","Tau Zeta Lambda","2021"
"","","Saint Thomas","https://en.wikipedia.org/wiki/Saint_Thomas,_U.S._Virgin_Islands","U.S. Virgin Islands","https://en.wikipedia.org/wiki/United_States_Virgin_Islands","Active","224","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:20-303","[","]","","Tau Eta Lambda","202x ?"
"","","Accra","https://en.wikipedia.org/wiki/Accra","Ghana","https://en.wikipedia.org/wiki/Ghana","Active","24","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:4-57","[","]","973","Tau Sigma Lambda","202x ?"
