"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row href","tablescraper-selected-row 5","tablescraper-selected-row href 2","tablescraper-selected-row 6","reference","reference href","cite-bracket","cite-bracket 2","mw-redirect","mw-redirect href"
"1001","Alpha","December 15, 1911","Howard University","https://en.wikipedia.org/wiki/Howard_University","Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C.","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]","",""
"1002","Beta","February 6, 1914","Lincoln University","https://en.wikipedia.org/wiki/Lincoln_University_(Pennsylvania)","Chester County, Pennsylvania","https://en.wikipedia.org/wiki/Chester_County,_Pennsylvania","Active","","","","","",""
"1003","Gamma","December 13, 1916","Boston College","https://en.wikipedia.org/wiki/Boston_College","","","Active","a","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-6","[","]","Boston, Massachusetts","https://en.wikipedia.org/wiki/Boston,_Massachusetts"
"","","","Boston University","https://en.wikipedia.org/wiki/Boston_University","","","","","","","","",""
"","","","Tufts University","https://en.wikipedia.org/wiki/Tufts_University","","","","","","","","",""
"","","","Harvard University","https://en.wikipedia.org/wiki/Harvard_University","","","","","","","","",""
"","","","Massachusetts Institute of Technology","https://en.wikipedia.org/wiki/Massachusetts_Institute_of_Technology","","","","","","","","",""
"","","","Northeastern University","https://en.wikipedia.org/wiki/Northeastern_University","","","","","","","","",""
"","","","","","","","","","","","","",""
"1004","Delta","January 22, 1919","Meharry Medical College","https://en.wikipedia.org/wiki/Meharry_Medical_College","Nashville, Tennessee","https://en.wikipedia.org/wiki/Nashville,_Tennessee","Active","6","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:0-7","[","]","",""
"1005","Epsilon (First)","April 18, 1919","City College of New York","https://en.wikipedia.org/wiki/City_College_of_New_York","","","Moved","7","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-8","[","]","New York City, New York","https://en.wikipedia.org/wiki/New_York_City,_New_York"
"","","","Columbia University","https://en.wikipedia.org/wiki/Columbia_University","","","","","","","","",""
"","","","New York University","https://en.wikipedia.org/wiki/New_York_University","","","","","","","","",""
"1006","Zeta","October 20, 1919","Virginia Union University","https://en.wikipedia.org/wiki/Virginia_Union_University","Richmond, Virginia","https://en.wikipedia.org/wiki/Richmond,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]","",""
"1007","Eta (First)","December 1, 1919","","","","","Reassigned","8","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:9-10","[","]","Atlanta University","https://en.wikipedia.org/wiki/Atlanta_University"
"","","","","","","","","","","","","Clark College","https://en.wikipedia.org/wiki/Clark_College_(Atlanta,_Georgia)"
"","","","","","","","","","","","","Gammon Theological Seminary","https://en.wikipedia.org/wiki/Gammon_Theological_Seminary"
"","","","Morehouse College","https://en.wikipedia.org/wiki/Morehouse_College","","","","","","","","",""
"1010","Kappa (First)","1920","West Virginia State University","https://en.wikipedia.org/wiki/West_Virginia_State_University","Institute, West Virginia","https://en.wikipedia.org/wiki/Institute,_West_Virginia","Inactive, Reassigned","9","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:29-12","[","]","",""
"1007","Eta (Second)","1921","Harvard University","https://en.wikipedia.org/wiki/Harvard_University","Cambridge, Massachusetts","https://en.wikipedia.org/wiki/Cambridge,_Massachusetts","Inactive, Reassigned","d","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-13","[","]","",""
"1013","Nu","March 15, 1921","Pennsylvania State University","https://en.wikipedia.org/wiki/Pennsylvania_State_University","","","Active","","","","","University Park, Pennsylvania","https://en.wikipedia.org/wiki/University_Park,_Pennsylvania"
"1014","Xi","May 23, 1921","University of Minnesota","https://en.wikipedia.org/wiki/University_of_Minnesota","","","Active","10","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:24-14","[","]","Minneapolis, Minnesota","https://en.wikipedia.org/wiki/Minneapolis,_Minnesota"
"1015","Omicron (First)","October 1, 1921","Interdenominational Theological Center","https://en.wikipedia.org/wiki/Interdenominational_Theological_Center","","","Inactive, Reassigned","e","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-15","[","]","Atlanta, Georgia","https://en.wikipedia.org/wiki/Atlanta,_Georgia"
"1021","Phi (First)","October 1, 1921","Talladega College","https://en.wikipedia.org/wiki/Talladega_College","Talladega, Alabama","https://en.wikipedia.org/wiki/Talladega,_Alabama","Reassigned","11","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:11-16","[","]","",""
"1022","Chi (First)","October 1, 1921","New Haven, Connecticut","https://en.wikipedia.org/wiki/New_Haven,_Connecticut","","","Inactive, Reassigned","12","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:8-17","[","]","",""
"1017","Rho","December 5, 1921","Johnson C. Smith University","https://en.wikipedia.org/wiki/Johnson_C._Smith_University","Charlotte, North Carolina","https://en.wikipedia.org/wiki/Charlotte,_North_Carolina","Active","f","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-18","[","]","",""
"1021","Phi (Second)","January 1, 1922","University of Michigan","https://en.wikipedia.org/wiki/University_of_Michigan","Ann Arbor, Michigan","https://en.wikipedia.org/wiki/Ann_Arbor,_Michigan","Active","11","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:11-16","[","]","",""
"1010","Kappa (Second)","February 18, 1922","Syracuse University","https://en.wikipedia.org/wiki/Syracuse_University","Syracuse, New York","https://en.wikipedia.org/wiki/Syracuse,_New_York","Active","9","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:29-12","[","]","",""
"1023","Psi","April 7, 1922","Morehouse College","https://en.wikipedia.org/wiki/Morehouse_College","","","Active","g","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-Eta_First-21","[","]","Atlanta, Georgia","https://en.wikipedia.org/wiki/Atlanta,_Georgia"
"1019","Tau","May 1, 1922","","","","","Consolidated","g","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-Eta_First-21","[","]","Atlanta University","https://en.wikipedia.org/wiki/Atlanta_University"
"1024","Alpha Psi (First)","April 7, 1923","Amherst College","https://en.wikipedia.org/wiki/Amherst_College","Amherst, Massachusetts","https://en.wikipedia.org/wiki/Amherst,_Massachusetts","Inactive","15","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:3-23","[","]","",""
"1008","Theta","December 17, 1922","Marshall, Texas","https://en.wikipedia.org/wiki/Marshall,_Texas","","","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]","Wiley College","https://en.wikipedia.org/wiki/Wiley_College"
"1020","Upsilon (Second)","April 1, 1923","Wilberforce University","https://en.wikipedia.org/wiki/Wilberforce_University","Wilberforce, Ohio","https://en.wikipedia.org/wiki/Wilberforce,_Ohio","Active","","","","","",""
"1011","Lambda (Second)","May 3, 1923","California State University, Los Angeles","https://en.wikipedia.org/wiki/California_State_University,_Los_Angeles","","","Active","17","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:27-25","[","]","Los Angeles, California","https://en.wikipedia.org/wiki/Los_Angeles,_California"
"","","","California State University, Northridge","https://en.wikipedia.org/wiki/California_State_University,_Northridge","","","","","","","","",""
"","","","University of California, Los Angeles","https://en.wikipedia.org/wiki/University_of_California,_Los_Angeles","","","","","","","","",""
"","","","University of Southern California","https://en.wikipedia.org/wiki/University_of_Southern_California","","","","","","","","",""
"1012","Mu (Second)","May 23, 1923","University of Pennsylvania","https://en.wikipedia.org/wiki/University_of_Pennsylvania","","","Active","","","","","Philadelphia, Pennsylvania","https://en.wikipedia.org/wiki/Philadelphia,_Pennsylvania"
"1009","Iota (Second)","October 12, 1923","University of Chicago","https://en.wikipedia.org/wiki/University_of_Chicago","","","Inactive, Reassigned","11","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:11-16","[","]","Chicago, Illinois","https://en.wikipedia.org/wiki/Chicago,_Illinois"
"1016","Pi","October 28, 1923","Morgan State University","https://en.wikipedia.org/wiki/Morgan_State_University","","","Active","","","","","Baltimore, Maryland","https://en.wikipedia.org/wiki/Baltimore,_Maryland"
"1018","Sigma (Second)","December 15, 1923","McGill University","https://en.wikipedia.org/wiki/McGill_University",", Canada","","Inactive, Reassigned","2","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:10-2","[","]","Montreal, Quebec","https://en.wikipedia.org/wiki/Montreal,_Quebec"
"","Omega","","","","","","Memorial","","","","","",""
"1025","Beta Psi","December 22, 1923","Clark Atlanta University","https://en.wikipedia.org/wiki/Clark_Atlanta_University","","","Active","k","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-28","[","]","Atlanta, Georgia","https://en.wikipedia.org/wiki/Atlanta,_Georgia"
"1026","Gamma Psi","October 1, 1921","Talladega College","https://en.wikipedia.org/wiki/Talladega_College","Talladega, Alabama","https://en.wikipedia.org/wiki/Talladega,_Alabama","Active","18","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-29","[","]","",""
"1027","Delta Psi","January 9, 1924","Shaw University","https://en.wikipedia.org/wiki/Shaw_University","Raleigh, North Carolina","https://en.wikipedia.org/wiki/Raleigh,_North_Carolina","Active","","","","","",""
"1029","Zeta Psi","December 24, 1924","Brooklyn College","https://en.wikipedia.org/wiki/Brooklyn_College","","","Active","19","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-30","[","]","Brooklyn, New York","https://en.wikipedia.org/wiki/Brooklyn,_New_York"
"","","","LIU Brooklyn","https://en.wikipedia.org/wiki/LIU_Brooklyn","","","","","","","","",""
"","","","Medgar Evers College","https://en.wikipedia.org/wiki/Medgar_Evers_College","","","","","","","","",""
"","","","New York City College of Technology","https://en.wikipedia.org/wiki/New_York_City_College_of_Technology","","","","","","","","",""
"","","","Pratt Institute","https://en.wikipedia.org/wiki/Pratt_Institute","","","","","","","","",""
"","","","St. Francis College","https://en.wikipedia.org/wiki/St._Francis_College","","","","","","","","",""
"","","","State University of New York at New Paltz","https://en.wikipedia.org/wiki/State_University_of_New_York_at_New_Paltz","","","","","","","","",""
"","","","Wagner College","https://en.wikipedia.org/wiki/Wagner_College","","","","","","","","",""
"1028","Epsilon Psi (First)","1925","University of San Francisco","https://en.wikipedia.org/wiki/University_of_San_Francisco","","","Inactive, Reassigned","","","","","San Francisco, California","https://en.wikipedia.org/wiki/San_Francisco,_California"
"1032","Iota Psi","March 17, 1926","Ohio State University","https://en.wikipedia.org/wiki/Ohio_State_University","Columbus, Ohio","https://en.wikipedia.org/wiki/Columbus,_Ohio","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]","",""
"1030","Eta Psi","April 28, 1926","Fisk University","https://en.wikipedia.org/wiki/Fisk_University","Nashville, Tennessee","https://en.wikipedia.org/wiki/Nashville,_Tennessee","Active","6","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:0-7","[","]","",""
"1031","Theta Psi","May 22, 1926","West Virginia State University","https://en.wikipedia.org/wiki/West_Virginia_State_University","Kanawha County, West Virginia","https://en.wikipedia.org/wiki/Kanawha_County,_West_Virginia","Active","","","","","",""
"1033","Kappa Psi","November 19, 1926","Howard University","https://en.wikipedia.org/wiki/Howard_University","Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C.","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]","",""
"1034","Lambda Psi","March 27, 1927","Livingstone College","https://en.wikipedia.org/wiki/Livingstone_College","Salisbury, North Carolina","https://en.wikipedia.org/wiki/Salisbury,_North_Carolina","Active","","","","","",""
"1035","Mu Psi","March 27, 1927","North Carolina A&T State University","https://en.wikipedia.org/wiki/North_Carolina_A%26T_State_University","Greensboro, North Carolina","https://en.wikipedia.org/wiki/Greensboro,_North_Carolina","Active","","","","","",""
"1036","Nu Psi","December 12, 1927","Virginia State University","https://en.wikipedia.org/wiki/Virginia_State_University","Petersburg, Virginia","https://en.wikipedia.org/wiki/Petersburg,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]","",""
"1037","Xi Psi","March 10, 1928","South Carolina State University","https://en.wikipedia.org/wiki/South_Carolina_State_University","Orangeburg, South Carolina","https://en.wikipedia.org/wiki/Orangeburg,_South_Carolina","Active","","","","","",""
"1038","Omicron Psi","March 10, 1928","Carlow University","https://en.wikipedia.org/wiki/Carlow_University","","","Active","","","","","Pittsburgh, Pennsylvania","https://en.wikipedia.org/wiki/Pittsburgh,_Pennsylvania"
"","","","Carnegie Mellon University","https://en.wikipedia.org/wiki/Carnegie_Mellon_University","","","","","","","","",""
"","","","Chatham University","https://en.wikipedia.org/wiki/Chatham_University","","","","","","","","",""
"","","","Duquesne University","https://en.wikipedia.org/wiki/Duquesne_University","","","","","","","","",""
"","","","Point Park University","https://en.wikipedia.org/wiki/Point_Park_University","","","","","","","","",""
"","","","Robert Morris University","https://en.wikipedia.org/wiki/Robert_Morris_University","","","","","","","","",""
"","","","Seton Hill University","https://en.wikipedia.org/wiki/Seton_Hill_University","","","","","","","","",""
"","","","University of Pittsburgh","https://en.wikipedia.org/wiki/University_of_Pittsburgh","","","","","","","","",""
"1040","Pi Psi","October 29, 1929","University of Illinois Urbana-Champaign","https://en.wikipedia.org/wiki/University_of_Illinois_Urbana-Champaign","Champaign, Illinois","https://en.wikipedia.org/wiki/Champaign,_Illinois","Active","11","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:11-16","[","]","",""
"1039","Rho Psi","April 30, 1930","Tennessee State University","https://en.wikipedia.org/wiki/Tennessee_State_University","Nashville, Tennessee","https://en.wikipedia.org/wiki/Nashville,_Tennessee","Active","6","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:0-7","[","]","",""
"1041","Sigma Psi (First)","December 8, 1930","Austin, Texas","https://en.wikipedia.org/wiki/Austin,_Texas","","","Consolidated","15","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:3-23","[","]","Samuel Huston College","https://en.wikipedia.org/wiki/Samuel_Huston_College"
"1042","Tau Psi","November 17, 1931","North Carolina Central University","https://en.wikipedia.org/wiki/North_Carolina_Central_University","Durham, North Carolina","https://en.wikipedia.org/wiki/Durham,_North_Carolina","Active","","","","","",""
"1043","Upsilon Psi","May 13, 1932","Florida A&M University","https://en.wikipedia.org/wiki/Florida_A%26M_University","Tallahassee, Florida","https://en.wikipedia.org/wiki/Tallahassee,_Florida","Active","","","","","",""
"1044","Phi Psi","July 21, 1933","Langston University","https://en.wikipedia.org/wiki/Langston_University","Langston, Oklahoma","https://en.wikipedia.org/wiki/Langston,_Oklahoma","Active","22","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:20-35","[","]","",""
"1045","Chi Psi","March 12, 1932","LeMoyne–Owen College","https://en.wikipedia.org/wiki/LeMoyne%E2%80%93Owen_College","Memphis, Tennessee","https://en.wikipedia.org/wiki/Memphis,_Tennessee","Active","6","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:0-7","[","]","",""
"1046","Psi Psi","November 9, 1934","Kentucky State University","https://en.wikipedia.org/wiki/Kentucky_State_University","Frankfort, Kentucky","https://en.wikipedia.org/wiki/Frankfort,_Kentucky","Active","6","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:0-7","[","]","",""
"1047","Alpha Sigma","May 25, 1935","Morris Brown College","https://en.wikipedia.org/wiki/Morris_Brown_College","","","Active","","","","","Atlanta, Georgia","https://en.wikipedia.org/wiki/Atlanta,_Georgia"
"1051","Epsilon Sigma (First)","December 8, 1935","Austin, Texas","https://en.wikipedia.org/wiki/Austin,_Texas","","","Consolidated","15","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:3-23","[","]","Tillotson College","https://en.wikipedia.org/wiki/Tillotson_College"
"1048","Beta Sigma","February 28, 1936","Southern University","https://en.wikipedia.org/wiki/Southern_University","Baton Rouge, Louisiana","https://en.wikipedia.org/wiki/Baton_Rouge,_Louisiana","Inactive","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]","",""
"1049","Gamma Sigma","April 1, 1936","Alabama State University","https://en.wikipedia.org/wiki/Alabama_State_University","Montgomery, Alabama","https://en.wikipedia.org/wiki/Montgomery,_Alabama","Active","","","","","",""
"1050","Delta Sigma","May 2, 1936","Eastern Kentucky University","https://en.wikipedia.org/wiki/Eastern_Kentucky_University","Richmond, Kentucky","https://en.wikipedia.org/wiki/Richmond,_Kentucky","Active","6","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:0-7","[","]","",""
"1053","Eta Sigma","May 6, 1936","Jefferson City, Missouri","https://en.wikipedia.org/wiki/Jefferson_City,_Missouri","","","Active","","","","","Lincoln University of Missouri","https://en.wikipedia.org/wiki/Lincoln_University_of_Missouri"
"1054","Theta Sigma","October 1, 1936","Dillard University","https://en.wikipedia.org/wiki/Dillard_University","","","Active","25","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:19-39","[","]","New Orleans, Louisiana","https://en.wikipedia.org/wiki/New_Orleans,_Louisiana"
"1058","Mu Sigma","October 1, 1936","Allen University","https://en.wikipedia.org/wiki/Allen_University","Columbia, South Carolina","https://en.wikipedia.org/wiki/Columbia,_South_Carolina","Active","","","","","",""
"1056","Kappa Sigma","December 3, 1937","Lane College","https://en.wikipedia.org/wiki/Lane_College","Jackson, Tennessee","https://en.wikipedia.org/wiki/Jackson,_Tennessee","Active","6","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:0-7","[","]","",""
"1057","Lambda Sigma","May 21, 1938","Claflin University","https://en.wikipedia.org/wiki/Claflin_University","Orangeburg, South Carolina","https://en.wikipedia.org/wiki/Orangeburg,_South_Carolina","Active","","","","","",""
"1059","Nu Sigma","May 23, 1938","Wayne State University","https://en.wikipedia.org/wiki/Wayne_State_University","","","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]","Detroit, Michigan","https://en.wikipedia.org/wiki/Detroit,_Michigan"
"1060","Xi Sigma","October 1, 1938","Xavier University of Louisiana","https://en.wikipedia.org/wiki/Xavier_University_of_Louisiana","","","Active","","","","","New Orleans, Louisiana","https://en.wikipedia.org/wiki/New_Orleans,_Louisiana"
"1052","Zeta Sigma","May 16, 1939","Bluefield, West Virginia","https://en.wikipedia.org/wiki/Bluefield,_West_Virginia","","","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]","Bluefield State College","https://en.wikipedia.org/wiki/Bluefield_State_College"
"1062","Pi Sigma","October 1, 1942","Little Rock, Arkansas","https://en.wikipedia.org/wiki/Little_Rock,_Arkansas","","","Active","26","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:17-40","[","]","Philander Smith College","https://en.wikipedia.org/wiki/Philander_Smith_College"
"1063","Rho Sigma","April 19, 1942","Purdue University","https://en.wikipedia.org/wiki/Purdue_University","West Lafayette, Indiana","https://en.wikipedia.org/wiki/West_Lafayette,_Indiana","Active","27","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:23-41","[","]","",""
"1064","Sigma Sigma","September 24, 1942","Texas College","https://en.wikipedia.org/wiki/Texas_College","Tyler, Texas","https://en.wikipedia.org/wiki/Tyler,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]","",""
"1061","Omicron Sigma","October 1, 1942","","","","","Active","","","","","Harris-Stowe State University","https://en.wikipedia.org/wiki/Harris-Stowe_State_University"
"1065","Tau Sigma","March 11, 1945","Pine Bluff, Arkansas","https://en.wikipedia.org/wiki/Pine_Bluff,_Arkansas","","","Active","26","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:17-40","[","]","University of Arkansas-Pine Bluff","https://en.wikipedia.org/wiki/University_of_Arkansas-Pine_Bluff"
"1066","Upsilon Sigma","May 1, 1946","Fort Valley State University","https://en.wikipedia.org/wiki/Fort_Valley_State_University","Fort Valley, Georgia","https://en.wikipedia.org/wiki/Fort_Valley,_Georgia","Active","","","","","",""
"1067","Phi Sigma","May 1, 1946","","","","","Active","","","","","Western Reserve University","https://en.wikipedia.org/wiki/Western_Reserve_University"
"1068","Chi Sigma","May 1, 1946","Indiana State University","https://en.wikipedia.org/wiki/Indiana_State_University","Terre Haute, Indiana","https://en.wikipedia.org/wiki/Terre_Haute,_Indiana","Active","27","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:23-41","[","]","",""
"1070","Alpha Epsilon","October 1, 1946","University of Arizona","https://en.wikipedia.org/wiki/University_of_Arizona","Tucson, Arizona","https://en.wikipedia.org/wiki/Tucson,_Arizona","Active","","","","","",""
"1071","Beta Epsilon","October 1, 1946","Knoxville College","https://en.wikipedia.org/wiki/Knoxville_College","Knoxville, Tennessee","https://en.wikipedia.org/wiki/Knoxville,_Tennessee","Inactive","6","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:0-7","[","]","",""
"1457","Beta Omicron","December 1, 1946","University of West Florida","https://en.wikipedia.org/wiki/University_of_West_Florida","Pensacola, Florida","https://en.wikipedia.org/wiki/Pensacola,_Florida","Active","o","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-Intermediate-43","[","]","",""
"1092","Psi Epsilon","December 17, 1946","Delaware State University","https://en.wikipedia.org/wiki/Delaware_State_University","Dover, Delaware","https://en.wikipedia.org/wiki/Dover,_Delaware","Active","","","","","",""
"1069","Psi Sigma","January 3, 1947","Northwestern University","https://en.wikipedia.org/wiki/Northwestern_University","Evanston, Illinois","https://en.wikipedia.org/wiki/Evanston,_Illinois","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]","",""
"1072","Gamma Epsilon","February 12, 1947","Hampton University","https://en.wikipedia.org/wiki/Hampton_University","Hampton, Virginia","https://en.wikipedia.org/wiki/Hampton,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]","",""
"1085","Pi Epsilon","May 3, 1947","University of Maryland Eastern Shore","https://en.wikipedia.org/wiki/University_of_Maryland_Eastern_Shore","Princess Anne, Maryland","https://en.wikipedia.org/wiki/Princess_Anne,_Maryland","Active","","","","","",""
"1074","Epsilon Epsilon","May 8, 1947","Benedict College","https://en.wikipedia.org/wiki/Benedict_College","Columbia, South Carolina","https://en.wikipedia.org/wiki/Columbia,_South_Carolina","Active","","","","","",""
"1077","Theta Epsilon","June 27, 1947","Brown University","https://en.wikipedia.org/wiki/Brown_University","Providence, Rhode Island","https://en.wikipedia.org/wiki/Providence,_Rhode_Island","Active","","","","","",""
"1073","Delta Epsilon","October 1, 1947","Bowling Green State University","https://en.wikipedia.org/wiki/Bowling_Green_State_University","Bowling Green, Ohio","https://en.wikipedia.org/wiki/Bowling_Green,_Ohio","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]","",""
"1076","Eta Epsilon","October 1, 1947","Miles College","https://en.wikipedia.org/wiki/Miles_College","Fairfield, Alabama","https://en.wikipedia.org/wiki/Fairfield,_Alabama","Active","","","","","",""
"1078","Iota Epsilon","October 1, 1947","Towson University","https://en.wikipedia.org/wiki/Towson_University","Towson, Maryland","https://en.wikipedia.org/wiki/Towson,_Maryland","Active","","","","","",""
"1075","Zeta Epsilon","October 20, 1947","Indiana University Bloomington","https://en.wikipedia.org/wiki/Indiana_University_Bloomington","Bloomington, Indiana","https://en.wikipedia.org/wiki/Bloomington,_Indiana","Active","27","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:23-41","[","]","",""
"1079","Kappa Epsilon","December 27, 1947","St. Augustine's University","https://en.wikipedia.org/wiki/St._Augustine%27s_University_(North_Carolina)","Raleigh, North Carolina","https://en.wikipedia.org/wiki/Raleigh,_North_Carolina","Active","","","","","",""
"1086","Rho Epsilon","March 31, 1948","Tougaloo College","https://en.wikipedia.org/wiki/Tougaloo_College","Tougaloo, Mississippi","https://en.wikipedia.org/wiki/Tougaloo,_Mississippi","Active","","","","","",""
"1080","Lambda Epsilon","April 22, 1948","Tuskegee University","https://en.wikipedia.org/wiki/Tuskegee_University","Tuskegee, Alabama","https://en.wikipedia.org/wiki/Tuskegee,_Alabama","Active","","","","","",""
"1084","Omicron Epsilon","April 19, 1948","Daytona Beach, Florida","https://en.wikipedia.org/wiki/Daytona_Beach,_Florida","","","Active","","","","","Bethune-Cookman University","https://en.wikipedia.org/wiki/Bethune-Cookman_University"
"1088","Tau Epsilon","May 1, 1948","Texas Southern University","https://en.wikipedia.org/wiki/Texas_Southern_University","","","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]","Houston, Texas","https://en.wikipedia.org/wiki/Houston,_Texas"
"1083","Xi Epsilon","May 3, 1948","Bradley University","https://en.wikipedia.org/wiki/Bradley_University","Peoria, Illinois","https://en.wikipedia.org/wiki/Peoria,_Illinois","Inactive","","","","","",""
"1082","Nu Epsilon","October 1, 1948","Alabama A&M University","https://en.wikipedia.org/wiki/Alabama_A%26M_University","Huntsville, Alabama","https://en.wikipedia.org/wiki/Huntsville,_Alabama","Active","","","","","",""
"1087","Sigma Epsilon (First)","October 1, 1948","Roosevelt College","https://en.wikipedia.org/wiki/Roosevelt_University","","","Inactive, Reassigned","2","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:10-2","[","]","Chicago, Illinois","https://en.wikipedia.org/wiki/Chicago,_Illinois"
"1081","Mu Epsilon","October 28, 1948","Winston-Salem State University","https://en.wikipedia.org/wiki/Winston-Salem_State_University","Winston-Salem, North Carolina","https://en.wikipedia.org/wiki/Winston-Salem,_North_Carolina","Active","","","","","",""
"1094","Alpha Gamma","April 28, 1949","Savannah State University","https://en.wikipedia.org/wiki/Savannah_State_University","Savannah, Georgia","https://en.wikipedia.org/wiki/Savannah,_Georgia","Active","","","","","",""
"1091","Chi Epsilon","April 30, 1949","Albany State University","https://en.wikipedia.org/wiki/Albany_State_University","Albany, Georgia","https://en.wikipedia.org/wiki/Albany,_Georgia","Active","","","","","",""
"1089","Upsilon Epsilon","October 1, 1949","Jackson State University","https://en.wikipedia.org/wiki/Jackson_State_University","Jackson, Mississippi","https://en.wikipedia.org/wiki/Jackson,_Mississippi","Active","","","","","",""
"1090","Phi Epsilon","October 1, 1949","University at Buffalo","https://en.wikipedia.org/wiki/University_at_Buffalo","Buffalo, New York","https://en.wikipedia.org/wiki/Buffalo,_New_York","Active","","","","","",""
