"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 4","tablescraper-selected-row 5","reference","reference href","cite-bracket","cite-bracket 2","mw-redirect","mw-redirect href"
"Miramar-Pembroke Pines (FL) Alumni Chapter","2007","Active","Southern","256","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-260","[","]","Miramar","https://en.wikipedia.org/wiki/Miramar,_FL"
"Decatur-Athens (AL) Alumni Chapter","2007","Active","Southern","257","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-261","[","]","Decatur","https://en.wikipedia.org/wiki/Decatur,_AL"
"Cape Town-Western Cape South Africa Alumni Chapter","2007","Inactive","Southeastern","","","","","",""
"Statesboro (GA) Alumni Chapter","2007","Active","Southeastern","","","","","Statesboro, GA","https://en.wikipedia.org/wiki/Statesboro,_GA"
"Fort Washington (MD) Alumni Chapter","2007","Active","Eastern","258","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-262","[","]","Fort Washington, MD","https://en.wikipedia.org/wiki/Fort_Washington,_MD"
"Richton Park (IL) Alumni Chapter","2007","Active","North Central","","","","","Richton Park, IL","https://en.wikipedia.org/wiki/Richton_Park,_IL"
"Lawrenceville-Duluth (GA) Alumni Chapter","2008","Active","Southeastern","259","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-263","[","]","Lawrenceville","https://en.wikipedia.org/wiki/Lawrenceville,_GA"
"Belleville-O'Fallon (IL) Alumni Chapter","2008","Active","North Central","260","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-264","[","]","Belleville","https://en.wikipedia.org/wiki/Belleville,_IL"
"Hot Springs-Arkadelphia-Malvern (AR) Alumni Chapter","2008","Active","Southwestern","","","","","Hot Springs","https://en.wikipedia.org/wiki/Hot_Springs,_AR"
"Oxford (MS) Alumni Chapter","2009","Active","South Central","261","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-265","[","]","Oxford, MS","https://en.wikipedia.org/wiki/Oxford,_MS"
"Jersey City (NJ) Alumni Chapter","2009","Active","Northeastern","262","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-266","[","]","Jersey City, NJ","https://en.wikipedia.org/wiki/Jersey_City,_NJ"
"Bronx (NY) Alumni Chapter","2009","Active","Northeastern","263","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-267","[","]","Bronx, NY","https://en.wikipedia.org/wiki/Bronx,_NY"
"Dulles-Leesburg (VA) Alumni Chapter","2009","Active","Eastern","264","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-268","[","]","",""
"Edisto (SC) Alumni Chapter","2009","Active","Southeastern","","","","","Edisto, SC","https://en.wikipedia.org/wiki/Edisto,_SC"
"Lagos Nigeria Alumni Chapter","2009","Active","Southeastern","","","","","Lagos, Nigeria","https://en.wikipedia.org/wiki/Lagos,_Nigeria"
"Maplewood-Oranges (NJ) Alumni Chapter","2009","Active","Northeastern","265","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-269","[","]","Maplewood","https://en.wikipedia.org/wiki/Maplewood,_NJ"
"Leonardtown-Prince Frederick (MD) Alumni Chapter","2009","Inactive","Eastern","","","","","",""
"Spring-The Woodlands-Huntsville (TX) Alumni Chapter","2009","Active","Southwestern","266","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-270","[","]","Spring","https://en.wikipedia.org/wiki/Spring,_TX"
"Mansfield-Cedar Hill (TX) Alumni Chapter","2009","Active","Southwestern","267","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-271","[","]","Mansfield","https://en.wikipedia.org/wiki/Mansfield,_TX"
"Carlsbad-Laguna-Temecula (CA) Alumni Chapter","2009","Active","Western","268","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-272","[","]","Carlsbad","https://en.wikipedia.org/wiki/Carlsbad,_CA"
"Brentwood (TN) Alumni Chapter","2010","Active","South Central","269","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-273","[","]","Brentwood, TN","https://en.wikipedia.org/wiki/Brentwood,_TN"
"Irvine-Anaheim (CA) Alumni Chapter","2011","Active","Western","","","","","Irvine","https://en.wikipedia.org/wiki/Irvine,_CA"
"Alabaster-Pelham (AL) Alumni Chapter","2011","Active","Southern","270","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-274","[","]","Albaster","https://en.wikipedia.org/wiki/Alabaster,_AL"
"Conyers-Covington (GA) Alumni Chapter","2011","Active","Southeastern","271","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-275","[","]","Conyers","https://en.wikipedia.org/wiki/Conyers,_GA"
"Burlington (NC) Alumni Chapter","2011","Active","Middle Eastern","","","","","Burlington, NC","https://en.wikipedia.org/wiki/Burlington,_NC"
"Wake Forest-Rolesville (NC) Alumni Chapter","2011","Active","Middle Eastern","","","","","Wake Forest","https://en.wikipedia.org/wiki/Wake_Forest,_NC"
"Edwardsville-Collinsville (IL) Alumni Chapter","2013","Active","North Central","272","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-276","[","]","Edwardsville","https://en.wikipedia.org/wiki/Edwardsville,_IL"
"Hickory (NC) Alumni Chapter","2013","Active","Middle Eastern","","","","","Hickory, NC","https://en.wikipedia.org/wiki/Hickory,_NC"
"Corning-Elmira (NY) Alumni Chapter","2013","Active","Northern","273","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-277","[","]","Corning","https://en.wikipedia.org/wiki/Corning,_NY"
"Troy (AL) Alumni Chapter","2013","Active","Southern","","","","","Troy, AL","https://en.wikipedia.org/wiki/Troy,_AL"
"Southaven (MS) Alumni Chapter","2013","Active","South Central","274","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-278","[","]","Southaven, MS","https://en.wikipedia.org/wiki/Southaven,_MS"
"Salt Lake City-Ogden (UT) Alumni Chapter","2013","Inactive","Western","","","","","Salt Lake City","https://en.wikipedia.org/wiki/Salt_Lake_City,_UT"
"San Fernando-Santa Clarita (CA) Alumni Chapter","2013","Active","Western","275","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-279","[","]","",""
"Beaufort-Jasper-Hilton Head (SC) Alumni Chapter","2014","Active","Southeastern","276","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-280","[","]","Beaufort-Jasper-Hilton Head, SC","https://en.wikipedia.org/wiki/Hilton_Head_Island%E2%80%93Bluffton_metropolitan_area"
"New Bern (NC) Alumni Chapter","2014","Active","Middle Eastern","","","","","New Bern, NC","https://en.wikipedia.org/wiki/New_Bern,_NC"
"Bishopville-Manning-Shaw AFB (SC) Alumni Chapter","2016","Active","Southeastern","277","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-281","[","]","Bishopville","https://en.wikipedia.org/wiki/Bishopville,_SC"
"Newnan-Fairburn (GA) Alumni Chapter","2016","Active","Southeastern","278","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-282","[","]","Newnan","https://en.wikipedia.org/wiki/Newnan,_GA"
"West Memphis-Marion (AR) Alumni Chapter","2016","Active","Southwestern","","","","","West Memphis","https://en.wikipedia.org/wiki/West_Memphis,_AR"
"Leesburg (FL) Alumni Chapter","2016","Active","Southern","279","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-283","[","]","Leesburg, FL","https://en.wikipedia.org/wiki/Leesburg,_FL"
"Clarksdale (MS) Alumni Chapter","2016","Active","South Central","280","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-284","[","]","Clarksdale, MS","https://en.wikipedia.org/wiki/Clarksdale,_MS"
"Americus-Sumter (GA) Alumni Chapter","2017","Active","Southeastern","","","","","Americus","https://en.wikipedia.org/wiki/Americus,_GA"
"Dublin (GA) Alumni Chapter","2017","Active","Southeastern","281","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-285","[","]","Dublin, GA","https://en.wikipedia.org/wiki/Dublin,_Georgia,_micropolitan_area"
"Corinth (MS) Alumni Chapter","2017","Active","South Central","","","","","Corinth, MS","https://en.wikipedia.org/wiki/Corinth,_MS"
"Calumet City-Lansing (IL) Alumni Chapter","2018","Active","North Central","282","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-286","[","]","Calumet City","https://en.wikipedia.org/wiki/Calumet_City,_IL"
"Newport-Covington (KY) Alumni Chapter","2020","Active","South Central","283","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-287","[","]","Newport","https://en.wikipedia.org/wiki/Newport,_KY"
"Pearland-Manvel-Fresno (TX) Alumni Chapter","2020","Active","Southwestern","284","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-288","[","]","Pearland","https://en.wikipedia.org/wiki/Pearland,_TX"
"Commerce-Greenville (TX) Alumni Chapter","2020","Active","Southwestern","285","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-289","[","]","Commerce","https://en.wikipedia.org/wiki/Commerce,_TX"
"Abu Dhabi Alumni Chapter","2020","Active","Southeastern","286","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-290","[","]","",""
"Canada Alumni Chapter","2020","Active","Northern","287","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-291","[","]","Toronto, Ontario","https://en.wikipedia.org/wiki/Toronto,_Ontario"
"Towson-Catonsville (MD) Alumni Chapter","2021","Active","Eastern","288","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-292","[","]","Towson","https://en.wikipedia.org/wiki/Towson,_MD"
"Nassau-Suffolk (NY) Alumni Chapter","2022","Active","Northeastern","","","","","",""
"Katy-Fulshear (TX) Alumni Chapter","2022","Active","Southwestern","289","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-293","[","]","Katy","https://en.wikipedia.org/wiki/Katy,_TX"
"Frisco (TX) Alumni Chapter","2022","Active","Southwestern","290","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-294","[","]","Frisco, TX","https://en.wikipedia.org/wiki/Frisco,_TX"
"Bristol-Kingsport-Johnson City (TN) Alumni Chapter","2022","Active","South Central","291","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-295","[","]","Bristol-Kingsport-Johnson City, TN","https://en.wikipedia.org/wiki/Tri-Cities,_Tennessee"
"West Chester-Coatesville (PA) Alumni Chapter","2022","Active","Northeastern","292","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-296","[","]","West Chester","https://en.wikipedia.org/wiki/West_Chester,_PA"
"Brookfield (WI) Alumni Chapter","2022","Active","North Central","293","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-297","[","]","",""
"Greenwood-Grenada (MS) Alumni Chapter","2022","Active","Southwestern","","","","","Greenwood","https://en.wikipedia.org/wiki/Greenwood,_MS"
"Dominican Republic Alumni Chapter","2023","Active","Southern","294","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-298","[","]","",""
"Gainesville-Manassas (VA) Alumni Chapter","2023","Active","Eastern","","","","","Gainesville","https://en.wikipedia.org/wiki/Gainesville,_VA"
"Prattville (AL) Alumni Chapter","2023","Active","Southern","295","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-299","[","]","Prattville, AL","https://en.wikipedia.org/wiki/Prattville,_AL"
"Glendale-Peoria (AZ) Alumni Chapter","2023","Active","Western","","","","","",""
"New Braunfels (TX) Alumni Chapter","2023","Active","Southwestern","296","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-300","[","]","",""
"Grovetown-Evans-Martinez (GA) Alumni Chapter","2023","Active","Southeastern","","","","","",""
"Franklin (LA) Alumni Chapter","2024","Active","Southwestern","297","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-301","[","]","Franklin, LA","https://en.wikipedia.org/wiki/Franklin,_LA"
"Macomb (MI) Alumni Chapter","2024","Active","Northern","","","","","",""
"South Fulton (GA) Alumni Chapter","2024","Active","Southeastern","","","","","",""
"Oak Park-River Forest (IL) Alumni Chapter","2024","Active","North Central","","","","","",""
"Slidell (LA) Alumni Chapter","2024","Active","Southwestern","298","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-302","[","]","",""
"St. Augustine (FL) Alumni Chapter","2024","Active","Southern","299","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-303","[","]","",""
"Salisbury (NC) Alumni Chapter","2025","Active","Middle Eastern","300","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-304","[","]","",""
"Sanford-Pinehurst (NC) Alumni Chapter","2025","Active","Middle Eastern","301","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-305","[","]","",""
"Diamond Bar-Ontario-Pomona (CA) Alumni Chapter","2025","Active","Western","302","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-306","[","]","",""
"Trussville-Pell City (AL) Alumni Chapter","2025","Active","Southern","303","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-307","[","]","",""
"Ocala (FL) Alumni Chapter","2025","Active","Southern","","","","","",""
"Richmond Hill-Midway (GA) Alumni Chapter","2025","Active","Southeastern","304","https://en.wikipedia.org/wiki/List_of_Kappa_Alpha_Psi_chapters#cite_note-308","[","]","",""
